Episode,Terminal State,Reward,Running Average
1,4 5,GOAL,999996,999996.0
2,1 3,BOUNDARY,-2001,498997.5
3,4 4,GOAL,999987,665994.0
4,4 2,BOUNDARY,-2002,498995.0
5,2 5,BOUNDARY,-2000,398796.0
6,5 1,BOUNDARY,-2000,331996.6666666667
7,2 3,GOAL,1000000,427425.71428571426
8,5 1,BOUNDARY,-2000,373747.5
9,4 5,BOUNDARY,-2004,331997.3333333333
10,3 1,BOUNDARY,-2002,298597.4
11,3 1,BOUNDARY,-2000,271270.36363636365
12,5 5,BOUNDARY,-2004,248497.5
13,2 5,GOAL,999998,306305.23076923075
14,2 2,GOAL,1000000,355854.85714285716
15,2 1,BOUNDARY,-2000,331997.86666666664
16,4 4,BOUNDARY,-2006,311122.625
17,1 5,BOUNDARY,-2004,292703.4117647059
18,2 5,GOAL,999998,331997.55555555556
19,4 1,BOUNDARY,-2000,314418.7368421053
20,3 3,BOUNDARY,-2002,298597.7
21,4 4,BOUNDARY,-2003,284283.38095238095
22,5 3,BOUNDARY,-2002,271270.4090909091
23,2 5,GOAL,999998,302954.2173913043
24,1 4,BOUNDARY,-2005,290247.5833333333
25,1 3,GOAL,999999,318637.64
26,5 2,BOUNDARY,-2001,306305.3846153846
27,2 1,BOUNDARY,-2000,294886.6666666667
28,5 3,BOUNDARY,-2002,284283.5
29,4 1,BOUNDARY,-2000,274411.6551724138
30,2 1,BOUNDARY,-2000,265197.93333333335
31,3 5,BOUNDARY,-2004,256578.51612903227
32,5 5,BOUNDARY,-2004,248497.8125
33,4 3,BOUNDARY,-2002,240906.9090909091
34,3 2,BOUNDARY,-2001,233762.5588235294
35,3 4,BOUNDARY,-2003,227026.4
36,5 1,BOUNDARY,-2000,220664.55555555556
37,5 3,BOUNDARY,-2002,214646.54054054053
38,1 5,BOUNDARY,-2004,208945.2105263158
39,5 4,BOUNDARY,-2004,203536.2564102564
40,2 3,GOAL,1000000,223447.85
41,4 2,BOUNDARY,-2001,217949.0975609756
42,3 4,BOUNDARY,-2005,212712.09523809524
43,5 2,BOUNDARY,-2003,207718.72093023255
44,2 5,GOAL,999998,225725.06818181818
45,3 3,BOUNDARY,-2002,220664.46666666667
46,4 3,BOUNDARY,-2002,215823.89130434784
47,1 2,BOUNDARY,-2001,211189.31914893616
48,1 3,BOUNDARY,-2002,206747.83333333334
49,4 2,BOUNDARY,-2001,202487.6530612245
50,1 5,BOUNDARY,-2004,198397.82
51,3 1,BOUNDARY,-2000,194468.45098039217
52,4 4,GOAL,999995,209959.34615384616
53,4 4,BOUNDARY,-2014,205959.84905660377
54,5 4,BOUNDARY,-2005,202108.64814814815
55,5 5,BOUNDARY,-2002,198397.54545454544
56,4 1,GOAL,999998,212711.8392857143
57,4 1,BOUNDARY,-2001,208944.94736842104
58,5 3,BOUNDARY,-2005,205307.87931034484
59,3 2,GOAL,999998,218777.2033898305
60,2 1,BOUNDARY,-2000,215097.58333333334
61,2 2,GOAL,1000000,227964.83606557376
62,4 3,BOUNDARY,-2017,224255.4516129032
63,5 1,GOAL,999989,236568.68253968254
64,5 1,STEPS,-1019,232856.375
65,1 1,BOUNDARY,-2002,229243.16923076924
66,5 4,STEPS,-1019,225754.34848484848
67,2 1,BOUNDARY,-2000,222355.02985074627
68,3 3,STEPS,-1019,219070.11764705883
69,1 5,BOUNDARY,-2007,215866.10144927536
70,4 3,BOUNDARY,-2018,212753.4714285714
71,1 2,BOUNDARY,-2003,209728.7323943662
72,2 4,GOAL,999999,220704.70833333334
73,5 2,BOUNDARY,-2015,217653.75342465754
74,1 2,STEPS,-1019,214698.7162162162
75,1 1,BOUNDARY,-2008,211809.29333333333
76,5 2,BOUNDARY,-2005,208995.94736842104
77,3 5,BOUNDARY,-2000,206255.74025974027
78,5 2,BOUNDARY,-2005,203585.73076923078
79,2 3,GOAL,1000000,213666.92405063292
80,2 1,GOAL,1000000,223496.0875
81,5 2,BOUNDARY,-2003,220712.14814814815
82,5 3,BOUNDARY,-2004,217996.0975609756
83,5 2,BOUNDARY,-2019,215345.31325301205
84,5 5,BOUNDARY,-2000,212757.86904761905
85,5 5,BOUNDARY,-2012,210231.16470588234
86,1 3,BOUNDARY,-2002,207763.33720930232
87,3 4,BOUNDARY,-2001,205352.2528735632
88,1 1,BOUNDARY,-2010,202995.86363636365
89,4 4,STEPS,-1019,200703.5617977528
90,1 2,BOUNDARY,-2001,198451.2888888889
91,1 1,BOUNDARY,-2000,196248.52747252746
92,4 4,STEPS,-1019,194104.3152173913
93,3 5,GOAL,999989,202769.74193548388
94,1 2,BOUNDARY,-2003,200591.3085106383
95,5 1,STEPS,-1019,198469.09473684212
96,2 1,GOAL,1000000,206818.375
