Episode,Terminal State,Reward,Running Average
14413,STEPS,-1019,196270.88912787067
14414,BOUNDARY,-2001,196257.13362009157
14415,STEPS,-1019,196243.44814429415
14416,BOUNDARY,-2002,196229.6963790233
14417,BOUNDARY,-2001,196215.94659083028
14418,STEPS,-1019,196202.2668192537
14419,STEPS,-1019,196188.58894514182
14420,STEPS,-1019,196174.91296809987
14421,STEPS,-1019,196161.23888773317
14422,STEPS,-1019,196147.5667036472
14423,BOUNDARY,-2001,196133.8283297511
14424,STEPS,-1019,196120.15994176373
14425,STEPS,-1019,196106.4934488735
14426,STEPS,-1019,196092.82885068626
14427,STEPS,-1019,196079.16614680807
14428,STEPS,-1019,196065.50533684503
14429,STEPS,-1019,196051.84642040337
14430,BOUNDARY,-2002,196038.1212751213
14431,STEPS,-1019,196024.466149262
14432,STEPS,-1019,196010.8129157428
14433,STEPS,-1019,195997.1615741703
14434,STEPS,-1019,195983.5121241513
14435,STEPS,-1019,195969.8645652927
14436,STEPS,-1019,195956.21889720144
14437,BOUNDARY,-2001,195942.50709981297
14438,STEPS,-1019,195928.86521678904
14439,BOUNDARY,-2001,195915.1572131034
14440,BOUNDARY,-2002,195901.45103878118
14441,STEPS,-1019,195887.81483276782
14442,STEPS,-1019,195874.1805151641
14443,STEPS,-1019,195860.5480855778
14444,STEPS,-1019,195846.91754361673
14445,STEPS,-1019,195833.2888888889
14446,STEPS,-1019,195819.66212100236
14447,STEPS,-1019,195806.0372395653
14448,BOUNDARY,-2001,195792.34627630122
14449,STEPS,-1019,195778.72517129214
14450,STEPS,-1019,195765.10595155708
14451,STEPS,-1019,195751.48861670474
14452,BOUNDARY,-2000,195737.80528646553
14453,STEPS,-1019,195724.1917249014
14454,BOUNDARY,-2000,195710.51217656012
14455,BOUNDARY,-2002,195696.8343825666
14456,STEPS,-1019,195683.22648035418
14457,BOUNDARY,-2001,195669.5525351041
14458,STEPS,-1019,195655.94840226864
14459,STEPS,-1019,195642.34615118612
14460,STEPS,-1019,195628.7457814661
14461,STEPS,-1019,195615.14729271835
14462,BOUNDARY,-2001,195601.4827824644
14463,STEPS,-1019,195587.8880591855
14464,STEPS,-1019,195574.29521570797
14465,STEPS,-1019,195560.7042516419
14466,BOUNDARY,-2001,195547.04728328495
14467,STEPS,-1019,195533.46008156493
14468,BOUNDARY,-2000,195519.8069532762
14469,STEPS,-1019,195506.22351233673
14470,STEPS,-1019,195492.6419488597
14471,STEPS,-1019,195479.06226245593
14472,STEPS,-1019,195465.48445273633
14473,BOUNDARY,-2000,195451.84073792578
14474,BOUNDARY,-2001,195438.19883929804
14475,BOUNDARY,-2000,195424.55889464595
14476,BOUNDARY,-2002,195410.92069632496
14477,BOUNDARY,-2002,195397.28438212335
14478,BOUNDARY,-2001,195383.6500207211
14479,BOUNDARY,-2001,195370.01754264798
14480,BOUNDARY,-2000,195356.3870165746
14481,STEPS,-1019,195342.82611698087
14482,BOUNDARY,-2000,195329.19935091838
14483,BOUNDARY,-2001,195315.57439756955
14484,STEPS,-1019,195302.01912455124
14485,BOUNDARY,-2001,195288.39792889197
14486,BOUNDARY,-2002,195274.77854480187
14487,STEPS,-1019,195261.22889487125
14488,BOUNDARY,-2000,195247.61340419657
14489,STEPS,-1019,195234.06749948236
14490,STEPS,-1019,195220.52346445824
14491,STEPS,-1019,195206.98129873714
14492,STEPS,-1019,195193.4410019321
14493,BOUNDARY,-2000,195179.83488580695
14494,STEPS,-1019,195166.2983303436
14495,STEPS,-1019,195152.7636426354
14496,STEPS,-1019,195139.2308222958
14497,STEPS,-1019,195125.6998689384
14498,STEPS,-1019,195112.17078217687
14499,STEPS,-1019,195098.64356162495
14500,STEPS,-1019,195085.11820689656
14501,STEPS,-1019,195071.59471760568
14502,STEPS,-1019,195058.07309336643
14503,STEPS,-1019,195044.553333793
14504,STEPS,-1019,195031.03543849973
14505,BOUNDARY,-2001,195017.45170630817
14506,STEPS,-1019,195003.93754308563
14507,STEPS,-1019,194990.42524298615
14508,STEPS,-1019,194976.9148056245
14509,STEPS,-1019,194963.40623061548
14510,BOUNDARY,-2002,194949.8317711923
14511,STEPS,-1019,194936.32692440218
14512,BOUNDARY,-2001,194922.75627067254
14513,BOUNDARY,-2002,194909.1874181768
14514,BOUNDARY,-2001,194895.62050434062
14515,BOUNDARY,-2000,194882.05552876336
14516,STEPS,-1019,194868.56000275558
14517,BOUNDARY,-2002,194854.99862230488
14518,STEPS,-1019,194841.5068191211
14519,STEPS,-1019,194828.0168744404
14520,BOUNDARY,-2001,194814.46115702478
14521,STEPS,-1019,194800.97493285587
14522,BOUNDARY,-2000,194787.42301335905
14523,STEPS,-1019,194773.94050815946
14524,BOUNDARY,-2001,194760.3922473148
14525,STEPS,-1019,194746.9134595525
14526,BOUNDARY,-2002,194733.3688558447
14527,STEPS,-1019,194719.89378398843
14528,STEPS,-1019,194706.4205671806
14529,STEPS,-1019,194692.9492050382
14530,STEPS,-1019,194679.47969717826
14531,STEPS,-1019,194666.01204321795
14532,STEPS,-1019,194652.54624277458
14533,BOUNDARY,-2001,194639.01472510837
14534,STEPS,-1019,194625.55263520023
14535,STEPS,-1019,194612.09239766083
14536,STEPS,-1019,194598.63401210788
14537,STEPS,-1019,194585.17747815917
14538,BOUNDARY,-2000,194571.65531710003
14539,STEPS,-1019,194558.20248985488
14540,STEPS,-1019,194544.7515130674
14541,BOUNDARY,-2002,194531.2347844027
14542,STEPS,-1019,194517.78751203412
14543,BOUNDARY,-2001,194504.27456508286
14544,STEPS,-1019,194490.83099559956
14545,BOUNDARY,-2002,194477.32169130284
14546,BOUNDARY,-2002,194463.81424446584
14547,STEPS,-1019,194450.37622877568
14548,STEPS,-1019,194436.9400604894
14549,STEPS,-1019,194423.50573922606
14550,BOUNDARY,-2002,194410.00570446736
14551,STEPS,-1019,194396.57508075045
14552,STEPS,-1019,194383.1463029137
14553,STEPS,-1019,194369.71937057652
14554,STEPS,-1019,194356.29428335853
14555,BOUNDARY,-2002,194342.80350395053
14556,STEPS,-1019,194329.38211046992
14557,STEPS,-1019,194315.96256096722
14558,STEPS,-1019,194302.5448550625
14559,BOUNDARY,-2000,194289.0616113744
14560,BOUNDARY,-2000,194275.5802197802
14561,STEPS,-1019,194262.1680516448
14562,STEPS,-1019,194248.75772558714
14563,STEPS,-1019,194235.34924122776
14564,BOUNDARY,-2002,194221.87510299368
14565,STEPS,-1019,194208.47030552695
14566,STEPS,-1019,194195.06734862007
14567,BOUNDARY,-2001,194181.598819249
14568,BOUNDARY,-2000,194168.13220757825
14569,STEPS,-1019,194154.73477932595
14570,STEPS,-1019,194141.33919011668
14571,BOUNDARY,-2001,194127.8780454327
14572,BOUNDARY,-2000,194114.41881690914
14573,STEPS,-1019,194101.02875180126
14574,BOUNDARY,-2001,194087.573143955
14575,STEPS,-1019,194074.18675814752
14576,STEPS,-1019,194060.80220911087
14577,BOUNDARY,-2002,194047.3520614667
14578,BOUNDARY,-2002,194033.90375908904
14579,STEPS,-1019,194020.52472734757
14580,BOUNDARY,-2000,194007.08024691357
14581,STEPS,-1019,193993.70488992525
14582,BOUNDARY,-2000,193980.26409271706
14583,STEPS,-1019,193966.89240896935
14584,STEPS,-1019,193953.52255896875
14585,BOUNDARY,-2002,193940.08714432636
14586,STEPS,-1019,193926.7209653092
14587,STEPS,-1019,193913.35661890724
14588,STEPS,-1019,193899.99410474362
14589,BOUNDARY,-2000,193886.56617999863
14590,STEPS,-1019,193873.20733379025
14591,BOUNDARY,-2001,193859.78301692824
14592,STEPS,-1019,193846.42783717104
14593,STEPS,-1019,193833.0744877681
14594,STEPS,-1019,193819.72296834315
14595,BOUNDARY,-2001,193806.30599520385
14596,BOUNDARY,-2001,193792.89086050974
14597,BOUNDARY,-2001,193779.477563883
14598,STEPS,-1019,193766.13337443487
14599,STEPS,-1019,193752.7910130831
14600,STEPS,-1019,193739.45047945206
14601,STEPS,-1019,193726.11177316622
14602,STEPS,-1019,193712.77489385015
14603,BOUNDARY,-2000,193699.37266315141
14604,STEPS,-1019,193686.03944124898
14605,STEPS,-1019,193672.70804519
14606,STEPS,-1019,193659.37847459948
14607,STEPS,-1019,193646.05072910248
14608,BOUNDARY,-2000,193632.65765334063
14609,BOUNDARY,-2002,193619.26627421452
14610,STEPS,-1019,193605.9440109514
14611,BOUNDARY,-2001,193592.55636164534
14612,STEPS,-1019,193579.2377497947
14613,STEPS,-1019,193565.92096078835
14614,STEPS,-1019,193552.60599425208
14615,BOUNDARY,-2001,193539.22565856995
14616,STEPS,-1019,193525.91434044883
14617,BOUNDARY,-2000,193512.53773004038
14618,BOUNDARY,-2002,193499.16281297032
14619,STEPS,-1019,193485.8569669608
14620,STEPS,-1019,193472.55294117646
14621,BOUNDARY,-2002,193459.18350318036
14622,STEPS,-1019,193445.88312132403
14623,STEPS,-1019,193432.58455857213
14624,STEPS,-1019,193419.2878145514
14625,BOUNDARY,-2000,193405.9258119658
14626,BOUNDARY,-2000,193392.56563653768
14627,STEPS,-1019,193379.27435564366
14628,STEPS,-1019,193365.98489198796
14629,STEPS,-1019,193352.6972451979
14630,BOUNDARY,-2001,193339.34429254956
14631,STEPS,-1019,193326.06028296083
14632,STEPS,-1019,193312.77808911973
14633,BOUNDARY,-2000,193299.4306704025
14634,BOUNDARY,-2001,193286.08500751675
14635,STEPS,-1019,193272.80826785104
14636,STEPS,-1019,193259.5333424433
14637,BOUNDARY,-2000,193246.1932089909
14638,BOUNDARY,-2002,193232.85476157945
14639,BOUNDARY,-2002,193219.51813648472
14640,STEPS,-1019,193206.2504781421
14641,BOUNDARY,-2002,193192.9174919746
14642,STEPS,-1019,193179.65346264173
14643,BOUNDARY,-2002,193166.32411391108
14644,STEPS,-1019,193153.06371210053
14645,BOUNDARY,-2001,193139.73806759986
14646,STEPS,-1019,193126.4812918203
14647,BOUNDARY,-2001,193113.15928176418
14648,STEPS,-1019,193099.90613052977
14649,STEPS,-1019,193086.65478872278
14650,STEPS,-1019,193073.4052559727
14651,STEPS,-1019,193060.1575319091
14652,BOUNDARY,-2000,193046.84466284467
14653,STEPS,-1019,193033.60055961236
14654,STEPS,-1019,193020.35826395525
14655,BOUNDARY,-2000,193007.05083589218
14656,BOUNDARY,-2001,192993.74515556768
14657,STEPS,-1019,192980.50828955448
14658,BOUNDARY,-2001,192967.2062355028
14659,BOUNDARY,-2000,192953.90606453374
14660,STEPS,-1019,192940.67462482947
14661,STEPS,-1019,192927.44499010983
14662,STEPS,-1019,192914.21716000544
14663,BOUNDARY,-2000,192900.92423105775
14664,STEPS,-1019,192887.70001363885
14665,STEPS,-1019,192874.47759972725
14666,BOUNDARY,-2001,192861.19003136505
14667,BOUNDARY,-2002,192847.90420672257
14668,STEPS,-1019,192834.6872102536
14669,BOUNDARY,-2000,192821.40514009134
14670,STEPS,-1019,192808.19175187458
14671,STEPS,-1019,192794.98016495127
14672,STEPS,-1019,192781.7703789531
14673,BOUNDARY,-2000,192768.49553601854
14674,BOUNDARY,-2002,192755.22236608967
14675,STEPS,-1019,192742.01798977854
14676,STEPS,-1019,192728.81541291904
14677,STEPS,-1019,192715.61463514343
14678,BOUNDARY,-2000,192702.3488213653
14679,STEPS,-1019,192689.15164520743
14680,STEPS,-1019,192675.95626702998
14681,BOUNDARY,-2002,192662.69572917375
14682,STEPS,-1019,192649.50395041547
14683,STEPS,-1019,192636.31396853505
14684,BOUNDARY,-2000,192623.05897575594
14685,BOUNDARY,-2001,192609.80572012256
14686,STEPS,-1019,192596.62113577558
14687,STEPS,-1019,192583.43834683733
14688,STEPS,-1019,192570.25735294117
14689,BOUNDARY,-2002,192557.01123289537
14690,BOUNDARY,-2000,192543.7670524166
14691,BOUNDARY,-2000,192530.52467497106
14692,STEPS,-1019,192517.35087122244
14693,STEPS,-1019,192504.17886068195
14694,STEPS,-1019,192491.00864298354
14695,STEPS,-1019,192477.84021776114
14696,BOUNDARY,-2001,192464.60676374525
14697,STEPS,-1019,192451.44192692387
14698,BOUNDARY,-2000,192438.21213770582
14699,STEPS,-1019,192425.0508878155
14700,STEPS,-1019,192411.89142857143
14701,STEPS,-1019,192398.73375960818
14702,STEPS,-1019,192385.57788056048
14703,BOUNDARY,-2001,192372.35700197238
14704,STEPS,-1019,192359.2047062024
14705,STEPS,-1019,192346.05419925196
14706,STEPS,-1019,192332.90548075616
14707,STEPS,-1019,192319.75855035018
14708,STEPS,-1019,192306.6134076693
14709,STEPS,-1019,192293.47005234892
14710,STEPS,-1019,192280.32848402447
14711,STEPS,-1019,192267.1887023316
14712,BOUNDARY,-2001,192253.9839586732
14713,STEPS,-1019,192240.8477536872
14714,STEPS,-1019,192227.7133342395
14715,BOUNDARY,-2000,192214.51403329935
14716,STEPS,-1019,192201.3831883664
14717,BOUNDARY,-2001,192188.18740232385
14718,BOUNDARY,-2000,192174.99347737464
14719,STEPS,-1019,192161.86799374956
14720,STEPS,-1019,192148.74429347826
14721,STEPS,-1019,192135.62237619728
14722,STEPS,-1019,192122.50224154326
14723,STEPS,-1019,192109.38388915302
14724,STEPS,-1019,192096.26731866342
14725,BOUNDARY,-2000,192083.0859083192
14726,STEPS,-1019,192069.97290506586
14727,STEPS,-1019,192056.86168262374
14728,BOUNDARY,-2000,192043.68563280825
14729,STEPS,-1019,192030.57797542264
14730,BOUNDARY,-2000,192017.40549898168
14731,STEPS,-1019,192004.30140519992
14732,BOUNDARY,-2001,191991.13243279935
14733,STEPS,-1019,191978.03190117422
14734,STEPS,-1019,191964.93314782137
14735,BOUNDARY,-2002,191951.76946046826
14736,STEPS,-1019,191938.67426710099
14737,STEPS,-1019,191925.58085091945
14738,BOUNDARY,-2002,191912.4225132311
14739,BOUNDARY,-2001,191899.2660289029
14740,BOUNDARY,-2000,191886.11139755766
14741,BOUNDARY,-2000,191872.95855098026
14742,STEPS,-1019,191859.87403337404
14743,STEPS,-1019,191846.79129078207
14744,STEPS,-1019,191833.7103228432
14745,STEPS,-1019,191820.63112919635
14746,STEPS,-1019,191807.55370948053
14747,BOUNDARY,-2001,191794.41147352004
14748,STEPS,-1019,191781.337605099
14749,STEPS,-1019,191768.26550952607
14750,STEPS,-1019,191755.1951864407
14751,BOUNDARY,-2002,191742.05999593248
14752,BOUNDARY,-2002,191728.9265862256
14753,BOUNDARY,-2002,191715.79495695792
14754,STEPS,-1019,191702.7317337671
14755,BOUNDARY,-2000,191689.6037953236
14756,STEPS,-1019,191676.54411764705
14757,STEPS,-1019,191663.48620993426
14758,STEPS,-1019,191650.43007182545
14759,STEPS,-1019,191637.3757029609
14760,BOUNDARY,-2000,191624.2566395664
14761,STEPS,-1019,191611.20581261432
14762,STEPS,-1019,191598.15675382738
14763,BOUNDARY,-2002,191585.04287746394
14764,STEPS,-1019,191571.99735843946
14765,STEPS,-1019,191558.95360650186
14766,STEPS,-1019,191545.91162129215
14767,STEPS,-1019,191532.87140245142
14768,BOUNDARY,-2002,191519.76638678223
14769,STEPS,-1019,191506.72970410995
14770,STEPS,-1019,191493.69478672984
14771,BOUNDARY,-2001,191480.595152664
14772,BOUNDARY,-2000,191467.49735987003
14773,STEPS,-1019,191454.46774521086
14774,BOUNDARY,-2000,191441.3734939759
14775,STEPS,-1019,191428.34741116752
14776,STEPS,-1019,191415.32309149974
14777,STEPS,-1019,191402.3005346146
14778,BOUNDARY,-2002,191389.21322235756
14779,STEPS,-1019,191376.19419446512
14780,BOUNDARY,-2001,191363.1104871448
14781,BOUNDARY,-2001,191350.02855016576
14782,BOUNDARY,-2002,191336.94831551888
14783,STEPS,-1019,191323.93634580262
14784,STEPS,-1019,191310.92613636365
14785,STEPS,-1019,191297.91768684477
14786,STEPS,-1019,191284.91099688894
14787,STEPS,-1019,191271.90606613917
14788,STEPS,-1019,191258.90289423856
14789,STEPS,-1019,191245.90148083033
14790,STEPS,-1019,191232.9018255578
14791,STEPS,-1019,191219.90392806436
14792,BOUNDARY,-2000,191206.84146836126
14793,STEPS,-1019,191193.84708983978
14794,STEPS,-1019,191180.85446802757
14795,STEPS,-1019,191167.86360256842
14796,BOUNDARY,-2000,191154.80819140308
14797,STEPS,-1019,191141.8208420626
14798,STEPS,-1019,191128.83524800648
14799,STEPS,-1019,191115.85140887898
14800,STEPS,-1019,191102.86932432433
14801,STEPS,-1019,191089.88899398688
14802,BOUNDARY,-2001,191076.84407512497
14803,BOUNDARY,-2000,191063.80098628657
14804,BOUNDARY,-2002,191050.75952445285
14805,STEPS,-1019,191037.78622087132
14806,STEPS,-1019,191024.81466972848
14807,STEPS,-1019,191011.84487066927
14808,STEPS,-1019,190998.87682333874
14809,STEPS,-1019,190985.910527382
14810,BOUNDARY,-2002,190972.87960837272
14811,STEPS,-1019,190959.9168185808
14812,STEPS,-1019,190946.95577909803
14813,BOUNDARY,-2002,190933.9301289408
14814,BOUNDARY,-2002,190920.90623734306
14815,STEPS,-1019,190907.9504556193
14816,BOUNDARY,-2002,190894.93007559396
14817,STEPS,-1019,190881.97779577514
14818,STEPS,-1019,190869.02726413822
14819,STEPS,-1019,190856.0784803293
14820,STEPS,-1019,190843.1314439946
14821,BOUNDARY,-2000,190830.11996491466
14822,STEPS,-1019,190817.17642693294
14823,STEPS,-1019,190804.23463536397
14824,BOUNDARY,-2001,190791.2283459255
14825,STEPS,-1019,190778.2900505902
14826,STEPS,-1019,190765.35350060705
14827,STEPS,-1019,190752.41869562285
14828,STEPS,-1019,190739.4856352846
14829,STEPS,-1019,190726.55431923934
14830,STEPS,-1019,190713.6247471342
14831,STEPS,-1019,190700.69691861642
14832,STEPS,-1019,190687.77083333334
14833,STEPS,-1019,190674.84649093237
14834,STEPS,-1019,190661.92389106107
14835,BOUNDARY,-2002,190648.9367711493
14836,BOUNDARY,-2001,190635.95146939877
14837,STEPS,-1019,190623.03410392936
14838,BOUNDARY,-2002,190610.05223075885
14839,STEPS,-1019,190597.13835164096
14840,BOUNDARY,-2001,190584.16004043128
14841,STEPS,-1019,190571.24964625025
14842,BOUNDARY,-2000,190558.27489556663
14843,STEPS,-1019,190545.36798490872
14844,STEPS,-1019,190532.46281325788
14845,BOUNDARY,-2001,190519.4932300438
14846,STEPS,-1019,190506.5915398087
14847,STEPS,-1019,190493.6915875261
14848,STEPS,-1019,190480.79337284484
14849,STEPS,-1019,190467.89689541384
14850,BOUNDARY,-2002,190454.93595959595
14851,STEPS,-1019,190442.04296007002
14852,STEPS,-1019,190429.15169674117
14853,STEPS,-1019,190416.26216925873
14854,BOUNDARY,-2001,190403.30826713343
14855,BOUNDARY,-2002,190390.35604173678
14856,BOUNDARY,-2000,190377.40569466882
14857,BOUNDARY,-2002,190364.4569563169
14858,STEPS,-1019,190351.57612060843
14859,STEPS,-1019,190338.6970186419
14860,BOUNDARY,-2001,190325.7535666218
14861,STEPS,-1019,190312.87793553597
14862,STEPS,-1019,190300.0040371417
14863,BOUNDARY,-2002,190287.06573370114
14864,STEPS,-1019,190274.19530409042
14865,BOUNDARY,-2001,190261.26054490413
14866,BOUNDARY,-2000,190248.32759316562
14867,STEPS,-1019,190235.46236631466
14868,BOUNDARY,-2000,190222.53288942695
14869,BOUNDARY,-2000,190209.6051516578
14870,BOUNDARY,-2000,190196.67915265635
14871,STEPS,-1019,190183.82085939075
14872,STEPS,-1019,190170.96429532007
14873,STEPS,-1019,190158.10946009547
14874,BOUNDARY,-2002,190145.19026489175
14875,STEPS,-1019,190132.3388907563
14876,STEPS,-1019,190119.48924442055
14877,BOUNDARY,-2001,190106.57531760435
14878,STEPS,-1019,190093.72913025945
14879,STEPS,-1019,190080.88466966865
14880,STEPS,-1019,190068.04193548387
14881,STEPS,-1019,190055.20092735704
14882,BOUNDARY,-2001,190042.2956591856
14883,STEPS,-1019,190029.45810656453
14884,BOUNDARY,-2000,190016.5563692556
14885,BOUNDARY,-2000,190003.6563654686
14886,STEPS,-1019,189990.82399570066
14887,STEPS,-1019,189977.9933499026
14888,BOUNDARY,-2001,189965.0984685653
14889,STEPS,-1019,189952.27127409496
14890,BOUNDARY,-2002,189939.37978509066
14891,BOUNDARY,-2000,189926.49016184272
14892,STEPS,-1019,189913.6681439699
14893,BOUNDARY,-2002,189900.78184381925
14894,BOUNDARY,-2000,189887.89740835235
14895,BOUNDARY,-2002,189875.0145686472
14896,STEPS,-1019,189862.19944951666
14897,BOUNDARY,-2000,189849.32019869774
14898,STEPS,-1019,189836.50852463418
14899,STEPS,-1019,189823.69857037385
14900,STEPS,-1019,189810.89033557047
14901,STEPS,-1019,189798.08381987785
14902,STEPS,-1019,189785.27902294995
14903,STEPS,-1019,189772.47594444072
14904,STEPS,-1019,189759.6745840043
14905,STEPS,-1019,189746.87494129487
14906,BOUNDARY,-2000,189734.0112035422
14907,BOUNDARY,-2002,189721.14905748976
14908,STEPS,-1019,189708.35457472497
14909,BOUNDARY,-2000,189695.496009122
14910,STEPS,-1019,189682.70496311202
14911,STEPS,-1019,189669.91563275433
14912,STEPS,-1019,189657.12801770386
14913,STEPS,-1019,189644.3421176155
14914,BOUNDARY,-2000,189631.49215502213
14915,STEPS,-1019,189618.70968823333
14916,STEPS,-1019,189605.92893537143
14917,STEPS,-1019,189593.1498960917
14918,STEPS,-1019,189580.3725700496
14919,STEPS,-1019,189567.59695690058
14920,STEPS,-1019,189554.82305630026
14921,STEPS,-1019,189542.0508679043
14922,BOUNDARY,-2001,189529.21458249565
14923,STEPS,-1019,189516.4458218857
14924,STEPS,-1019,189503.67877244708
14925,STEPS,-1019,189490.91343383584
14926,STEPS,-1019,189478.14980570815
14927,BOUNDARY,-2001,189465.322100891
14928,STEPS,-1019,189452.56189710612
14929,STEPS,-1019,189439.80340277313
14930,STEPS,-1019,189427.04661754856
14931,STEPS,-1019,189414.291541089
14932,BOUNDARY,-2001,189401.47240825073
14933,BOUNDARY,-2001,189388.65499229892
14934,STEPS,-1019,189375.90504888174
14935,STEPS,-1019,189363.1568128557
14936,BOUNDARY,-2001,189350.34453668987
14937,STEPS,-1019,189337.59971881905
14938,STEPS,-1019,189324.8566073102
14939,STEPS,-1019,189312.11520182074
14940,STEPS,-1019,189299.37550200804
14941,STEPS,-1019,189286.6375075296
14942,BOUNDARY,-2001,189273.83549725605
14943,STEPS,-1019,189261.10091681723
14944,STEPS,-1019,189248.36804068522
14945,STEPS,-1019,189235.6368685179
14946,BOUNDARY,-2001,189222.84169677505
14947,BOUNDARY,-2000,189210.0483040075
14948,STEPS,-1019,189197.32225046828
14949,STEPS,-1019,189184.59789952505
14950,BOUNDARY,-2001,189171.80956521738
14951,BOUNDARY,-2001,189159.02294160926
14952,STEPS,-1019,189146.30370518993
14953,STEPS,-1019,189133.58616999933
14954,BOUNDARY,-2001,189120.80466764746
14955,BOUNDARY,-2001,189108.02487462386
14956,STEPS,-1019,189095.3124498529
14957,STEPS,-1019,189082.60172494483
14958,BOUNDARY,-2002,189069.82698221688
14959,BOUNDARY,-2001,189057.05401430576
14960,BOUNDARY,-2000,189044.28282085562
14961,BOUNDARY,-2001,189031.5132678297
14962,BOUNDARY,-2000,189018.74548857103
14963,STEPS,-1019,189006.04497761145
14964,STEPS,-1019,188993.34616412723
14965,BOUNDARY,-2000,188980.58349482124
14966,BOUNDARY,-2001,188967.8224642523
14967,BOUNDARY,-2001,188955.0631389056
14968,STEPS,-1019,188942.3711250668
14969,STEPS,-1019,188929.68080700113
14970,STEPS,-1019,188916.99218436875
14971,BOUNDARY,-2001,188904.23966334914
14972,STEPS,-1019,188891.55443494522
14973,STEPS,-1019,188878.87090095505
14974,STEPS,-1019,188866.18906103913
14975,STEPS,-1019,188853.5089148581
14976,STEPS,-1019,188840.83046207266
14977,STEPS,-1019,188828.15370234358
14978,STEPS,-1019,188815.47863533182
14979,BOUNDARY,-2000,188802.73976900996
14980,BOUNDARY,-2001,188790.00253671562
14981,STEPS,-1019,188777.33255456912
14982,BOUNDARY,-2002,188764.59865171538
14983,BOUNDARY,-2001,188751.8665153841
14984,BOUNDARY,-2002,188739.13601174587
14985,STEPS,-1019,188726.47280613947
14986,BOUNDARY,-2000,188713.7458294408
14987,BOUNDARY,-2001,188701.02048441983
14988,STEPS,-1019,188688.3623565519
14989,STEPS,-1019,188675.70591767295
14990,STEPS,-1019,188663.05116744497
14991,STEPS,-1019,188650.39810552998
14992,BOUNDARY,-2000,188637.68129669156
14993,BOUNDARY,-2001,188624.96611752152
14994,STEPS,-1019,188612.3181272509
14995,BOUNDARY,-2000,188599.60640213406
14996,STEPS,-1019,188586.96178981062
14997,STEPS,-1019,188574.31886377276
14998,STEPS,-1019,188561.67762368315
14999,STEPS,-1019,188549.0380692046
15000,BOUNDARY,-2002,188536.33466666666
15001,STEPS,-1019,188523.69848676753
15002,STEPS,-1019,188511.06399146782
15003,STEPS,-1019,188498.43118043058
15004,STEPS,-1019,188485.8000533191
15005,STEPS,-1019,188473.17060979674
15006,BOUNDARY,-2002,188460.47734239636
15007,BOUNDARY,-2000,188447.78589991338
15008,STEPS,-1019,188435.16151385926
15009,STEPS,-1019,188422.5388100473
15010,STEPS,-1019,188409.91778814123
15011,STEPS,-1019,188397.29844780493
15012,STEPS,-1019,188384.68078870236
15013,STEPS,-1019,188372.06481049757
15014,BOUNDARY,-2002,188359.38504062875
15015,STEPS,-1019,188346.77242757243
15016,STEPS,-1019,188334.16149440597
15017,STEPS,-1019,188321.55224079377
15018,STEPS,-1019,188308.94466640032
15019,BOUNDARY,-2000,188296.2734536254
15020,STEPS,-1019,188283.669241012
15021,STEPS,-1019,188271.06670661076
15022,STEPS,-1019,188258.46585008653
15023,STEPS,-1019,188245.8666711043
15024,BOUNDARY,-2000,188233.20387380192
15025,STEPS,-1019,188220.6080532446
15026,STEPS,-1019,188208.013909224
15027,STEPS,-1019,188195.42144140546
15028,STEPS,-1019,188182.83064945435
15029,STEPS,-1019,188170.24153303614
15030,STEPS,-1019,188157.65409181637
15031,STEPS,-1019,188145.0683254607
15032,STEPS,-1019,188132.48423363492
15033,STEPS,-1019,188119.9018160048
15034,STEPS,-1019,188107.32107223626
15035,STEPS,-1019,188094.74200199536
15036,STEPS,-1019,188082.16460494814
15037,STEPS,-1019,188069.5888807608
15038,STEPS,-1019,188057.01482909961
15039,STEPS,-1019,188044.44244963097
15040,STEPS,-1019,188031.87174202126
15041,STEPS,-1019,188019.3027059371
15042,STEPS,-1019,188006.73534104507
15043,STEPS,-1019,187994.1696470119
15044,BOUNDARY,-2000,187981.5404147833
15045,STEPS,-1019,187968.9780658026
15046,STEPS,-1019,187956.41738668084
15047,STEPS,-1019,187943.85837708513
15048,STEPS,-1019,187931.30103668262
15049,BOUNDARY,-2001,187918.68011163533
15050,STEPS,-1019,187906.12611295682
15051,STEPS,-1019,187893.57378247293
15052,BOUNDARY,-2001,187880.95787935157
15053,STEPS,-1019,187868.40888859364
15054,STEPS,-1019,187855.86156503254
15055,STEPS,-1019,187843.3159083361
15056,STEPS,-1019,187830.77191817216
15057,STEPS,-1019,187818.22959420868
15058,STEPS,-1019,187805.6889361137
15059,STEPS,-1019,187793.14994355536
15060,STEPS,-1019,187780.61261620186
15061,STEPS,-1019,187768.07695372152
15062,STEPS,-1019,187755.54295578276
15063,STEPS,-1019,187743.01062205405
15064,STEPS,-1019,187730.47995220392
15065,STEPS,-1019,187717.9509459011
15066,STEPS,-1019,187705.4236028143
15067,STEPS,-1019,187692.89792261232
15068,STEPS,-1019,187680.37390496416
15069,STEPS,-1019,187667.85154953878
15070,STEPS,-1019,187655.3308560053
15071,STEPS,-1019,187642.81182403292
15072,STEPS,-1019,187630.29445329087
15073,STEPS,-1019,187617.77874344855
15074,STEPS,-1019,187605.2646941754
15075,STEPS,-1019,187592.75230514095
15076,STEPS,-1019,187580.24157601487
15077,STEPS,-1019,187567.7325064668
15078,STEPS,-1019,187555.2250961666
