Episode,Terminal State,Reward,Running Average
47791,STEPS,-1019,58457.29174949258
47792,STEPS,-1019,58456.04726732508
47793,STEPS,-1019,58454.80283723558
47794,STEPS,-1019,58453.558459220825
47795,STEPS,-1019,58452.31413327754
47796,STEPS,-1019,58451.06985940246
47797,STEPS,-1019,58449.825637592316
47798,STEPS,-1019,58448.58146784384
47799,STEPS,-1019,58447.33735015377
47800,STEPS,-1019,58446.09328451883
47801,STEPS,-1019,58444.84927093575
47802,STEPS,-1019,58443.60530940128
47803,STEPS,-1019,58442.36139991214
47804,STEPS,-1019,58441.117542465065
47805,STEPS,-1019,58439.87373705679
47806,STEPS,-1019,58438.629983684055
47807,STEPS,-1019,58437.38628234359
47808,STEPS,-1019,58436.14263303213
47809,STEPS,-1019,58434.899035746406
47810,STEPS,-1019,58433.655490483165
47811,STEPS,-1019,58432.41199723913
47812,STEPS,-1019,58431.16855601104
47813,STEPS,-1019,58429.92516679564
47814,STEPS,-1019,58428.68182958966
47815,STEPS,-1019,58427.438544389835
47816,STEPS,-1019,58426.1953111929
47817,STEPS,-1019,58424.95212999561
47818,STEPS,-1019,58423.70900079468
47819,STEPS,-1019,58422.46592358686
47820,STEPS,-1019,58421.222898368884
47821,STEPS,-1019,58419.97992513749
47822,STEPS,-1019,58418.73700388942
47823,STEPS,-1019,58417.49413462142
47824,STEPS,-1019,58416.251317330214
47825,STEPS,-1019,58415.00855201254
47826,STEPS,-1019,58413.76583866516
47827,STEPS,-1019,58412.5231772848
47828,STEPS,-1019,58411.2805678682
47829,STEPS,-1019,58410.03801041209
47830,STEPS,-1019,58408.795504913236
47831,STEPS,-1019,58407.55305136836
47832,STEPS,-1019,58406.31064977421
47833,STEPS,-1019,58405.068300127525
47834,STEPS,-1019,58403.826002425056
47835,STEPS,-1019,58402.58375666353
47836,STEPS,-1019,58401.341562839705
47837,STEPS,-1019,58400.09942095031
47838,STEPS,-1019,58398.8573309921
47839,STEPS,-1019,58397.61529296181
47840,STEPS,-1019,58396.373306856185
47841,STEPS,-1019,58395.131372671975
47842,STEPS,-1019,58393.88949040592
47843,STEPS,-1019,58392.64766005476
47844,STEPS,-1019,58391.40588161525
47845,STEPS,-1019,58390.16415508412
47846,STEPS,-1019,58388.92248045814
47847,STEPS,-1019,58387.68085773403
47848,STEPS,-1019,58386.43928690854
47849,STEPS,-1019,58385.19776797843
47850,STEPS,-1019,58383.95630094044
47851,STEPS,-1019,58382.71488579131
47852,STEPS,-1019,58381.47352252779
47853,STEPS,-1019,58380.232211146635
47854,STEPS,-1019,58378.990951644584
47855,STEPS,-1019,58377.74974401839
47856,STEPS,-1019,58376.50858826479
47857,STEPS,-1019,58375.26748438055
47858,STEPS,-1019,58374.02643236241
47859,STEPS,-1019,58372.78543220711
47860,STEPS,-1019,58371.544483911406
47861,STEPS,-1019,58370.30358747205
47862,STEPS,-1019,58369.0627428858
47863,STEPS,-1019,58367.82195014939
47864,STEPS,-1019,58366.581209259566
47865,STEPS,-1019,58365.340520213096
47866,STEPS,-1019,58364.099883006726
47867,STEPS,-1019,58362.8592976372
47868,STEPS,-1019,58361.61876410128
47869,STEPS,-1019,58360.37828239571
47870,STEPS,-1019,58359.13785251723
47871,STEPS,-1019,58357.89747446262
47872,STEPS,-1019,58356.65714822861
47873,STEPS,-1019,58355.41687381196
47874,STEPS,-1019,58354.176651209425
47875,STEPS,-1019,58352.93648041775
47876,STEPS,-1019,58351.69636143371
47877,STEPS,-1019,58350.45629425403
47878,STEPS,-1019,58349.21627887547
47879,STEPS,-1019,58347.97631529481
47880,STEPS,-1019,58346.736403508774
47881,STEPS,-1019,58345.49654351413
47882,STEPS,-1019,58344.25673530763
47883,STEPS,-1019,58343.01697888604
47884,STEPS,-1019,58341.777274246095
47885,STEPS,-1019,58340.53762138457
47886,STEPS,-1019,58339.29802029821
47887,STEPS,-1019,58338.05847098377
47888,STEPS,-1019,58336.81897343802
47889,STEPS,-1019,58335.57952765771
47890,STEPS,-1019,58334.34013363959
47891,STEPS,-1019,58333.10079138043
47892,STEPS,-1019,58331.86150087697
47893,STEPS,-1019,58330.62226212599
47894,STEPS,-1019,58329.383075124235
47895,STEPS,-1019,58328.14393986846
47896,STEPS,-1019,58326.90485635544
47897,STEPS,-1019,58325.66582458191
47898,STEPS,-1019,58324.42684454466
47899,STEPS,-1019,58323.18791624042
47900,STEPS,-1019,58321.94903966597
47901,STEPS,-1019,58320.710214818064
47902,STEPS,-1019,58319.47144169346
47903,STEPS,-1019,58318.232720288914
47904,STEPS,-1019,58316.9940506012
47905,STEPS,-1019,58315.75543262708
47906,STEPS,-1019,58314.516866363294
47907,STEPS,-1019,58313.27835180663
47908,STEPS,-1019,58312.03988895383
47909,STEPS,-1019,58310.801477801666
47910,STEPS,-1019,58309.5631183469
47911,STEPS,-1019,58308.324810586295
47912,STEPS,-1019,58307.086554516616
47913,STEPS,-1019,58305.84835013462
47914,STEPS,-1019,58304.610197437076
47915,STEPS,-1019,58303.372096420746
47916,STEPS,-1019,58302.13404708239
47917,STEPS,-1019,58300.896049418785
47918,STEPS,-1019,58299.658103426686
47919,STEPS,-1019,58298.420209102864
47920,STEPS,-1019,58297.182366444074
47921,STEPS,-1019,58295.94457544709
47922,STEPS,-1019,58294.70683610868
47923,STEPS,-1019,58293.469148425596
47924,STEPS,-1019,58292.231512394625
47925,STEPS,-1019,58290.99392801252
47926,STEPS,-1019,58289.756395276054
47927,STEPS,-1019,58288.51891418199
47928,STEPS,-1019,58287.28148472709
47929,STEPS,-1019,58286.044106908135
47930,STEPS,-1019,58284.80678072188
47931,STEPS,-1019,58283.56950616511
47932,STEPS,-1019,58282.33228323458
47933,STEPS,-1019,58281.09511192706
47934,STEPS,-1019,58279.857992239326
47935,STEPS,-1019,58278.62092416814
47936,STEPS,-1019,58277.38390771028
47937,STEPS,-1019,58276.146942862506
47938,STEPS,-1019,58274.91002962159
47939,STEPS,-1019,58273.673167984314
47940,STEPS,-1019,58272.43635794744
47941,STEPS,-1019,58271.19959950773
47942,STEPS,-1019,58269.96289266197
47943,STEPS,-1019,58268.72623740692
47944,STEPS,-1019,58267.489633739366
47945,STEPS,-1019,58266.25308165606
47946,STEPS,-1019,58265.016581153795
47947,STEPS,-1019,58263.78013222934
47948,STEPS,-1019,58262.54373487945
47949,STEPS,-1019,58261.30738910092
47950,STEPS,-1019,58260.07109489051
47951,STEPS,-1019,58258.834852245
47952,STEPS,-1019,58257.59866116116
47953,STEPS,-1019,58256.36252163577
47954,STEPS,-1019,58255.126433665595
47955,STEPS,-1019,58253.89039724742
47956,STEPS,-1019,58252.65441237801
47957,STEPS,-1019,58251.418479054155
47958,STEPS,-1019,58250.182597272615
47959,STEPS,-1019,58248.946767030175
47960,STEPS,-1019,58247.710988323604
47961,STEPS,-1019,58246.47526114968
47962,STEPS,-1019,58245.239585505195
47963,STEPS,-1019,58244.0039613869
47964,STEPS,-1019,58242.76838879159
47965,STEPS,-1019,58241.53286771604
47966,STEPS,-1019,58240.297398157025
47967,STEPS,-1019,58239.06198011133
47968,STEPS,-1019,58237.826613575715
47969,STEPS,-1019,58236.59129854698
47970,STEPS,-1019,58235.35603502189
47971,STEPS,-1019,58234.120822997225
47972,STEPS,-1019,58232.88566246977
47973,STEPS,-1019,58231.65055343631
47974,STEPS,-1019,58230.41549589361
47975,STEPS,-1019,58229.18048983846
47976,STEPS,-1019,58227.94553526763
47977,STEPS,-1019,58226.71063217792
47978,STEPS,-1019,58225.47578056609
47979,STEPS,-1019,58224.240980428935
47980,STEPS,-1019,58223.00623176323
47981,STEPS,-1019,58221.77153456576
47982,STEPS,-1019,58220.53688883331
47983,STEPS,-1019,58219.30229456266
47984,STEPS,-1019,58218.06775175058
47985,STEPS,-1019,58216.833260393876
47986,STEPS,-1019,58215.59882048931
47987,STEPS,-1019,58214.364432033675
47988,STEPS,-1019,58213.13009502376
47989,STEPS,-1019,58211.895809456335
47990,STEPS,-1019,58210.661575328195
47991,STEPS,-1019,58209.42739263612
47992,STEPS,-1019,58208.193261376895
47993,STEPS,-1019,58206.95918154731
47994,STEPS,-1019,58205.72515314414
47995,STEPS,-1019,58204.491176164185
47996,STEPS,-1019,58203.25725060422
47997,STEPS,-1019,58202.02337646103
47998,STEPS,-1019,58200.7895537314
47999,STEPS,-1019,58199.555782412135
48000,STEPS,-1019,58198.3220625
48001,STEPS,-1019,58197.08839399179
48002,STEPS,-1019,58195.8547768843
48003,STEPS,-1019,58194.6212111743
48004,STEPS,-1019,58193.3876968586
48005,STEPS,-1019,58192.154233933965
48006,STEPS,-1019,58190.9208223972
48007,STEPS,-1019,58189.68746224509
48008,STEPS,-1019,58188.45415347442
48009,STEPS,-1019,58187.220896081984
48010,STEPS,-1019,58185.98769006457
48011,STEPS,-1019,58184.754535418964
48012,STEPS,-1019,58183.52143214196
48013,STEPS,-1019,58182.288380230355
48014,STEPS,-1019,58181.055379680925
48015,STEPS,-1019,58179.82243049047
48016,STEPS,-1019,58178.58953265578
48017,STEPS,-1019,58177.35668617365
48018,STEPS,-1019,58176.12389104086
48019,STEPS,-1019,58174.89114725421
48020,STEPS,-1019,58173.658454810495
48021,STEPS,-1019,58172.425813706504
48022,STEPS,-1019,58171.19322393903
48023,STEPS,-1019,58169.96068550486
48024,STEPS,-1019,58168.7281984008
48025,STEPS,-1019,58167.495762623636
48026,STEPS,-1019,58166.26337817016
48027,STEPS,-1019,58165.03104503717
48028,STEPS,-1019,58163.79876322146
48029,STEPS,-1019,58162.566532719815
48030,STEPS,-1019,58161.33435352905
48031,STEPS,-1019,58160.10222564594
48032,STEPS,-1019,58158.87014906729
48033,STEPS,-1019,58157.6381237899
48034,STEPS,-1019,58156.40614981055
48035,STEPS,-1019,58155.17422712605
48036,STEPS,-1019,58153.9423557332
48037,STEPS,-1019,58152.71053562879
48038,STEPS,-1019,58151.47876680961
48039,STEPS,-1019,58150.24704927247
48040,STEPS,-1019,58149.01538301416
48041,STEPS,-1019,58147.78376803147
48042,STEPS,-1019,58146.55220432122
48043,STEPS,-1019,58145.32069188019
48044,STEPS,-1019,58144.08923070518
48045,STEPS,-1019,58142.857820793004
48046,STEPS,-1019,58141.62646214045
48047,STEPS,-1019,58140.395154744314
48048,STEPS,-1019,58139.1638986014
48049,STEPS,-1019,58137.932693708506
48050,STEPS,-1019,58136.70154006244
48051,STEPS,-1019,58135.470437659984
48052,STEPS,-1019,58134.23938649796
48053,STEPS,-1019,58133.00838657316
48054,STEPS,-1019,58131.77743788238
48055,STEPS,-1019,58130.54654042243
48056,STEPS,-1019,58129.31569419011
48057,STEPS,-1019,58128.08489918222
48058,STEPS,-1019,58126.854155395566
48059,STEPS,-1019,58125.623462826945
48060,STEPS,-1019,58124.39282147316
48061,STEPS,-1019,58123.162231331014
48062,STEPS,-1019,58121.93169239732
48063,STEPS,-1019,58120.70120466887
48064,STEPS,-1019,58119.47076814248
48065,STEPS,-1019,58118.24038281494
48066,STEPS,-1019,58117.01004868306
48067,STEPS,-1019,58115.77976574365
48068,STEPS,-1019,58114.54953399351
48069,STEPS,-1019,58113.31935342945
48070,STEPS,-1019,58112.089224048264
48071,STEPS,-1019,58110.85914584677
48072,STEPS,-1019,58109.629118821766
48073,STEPS,-1019,58108.39914297007
48074,STEPS,-1019,58107.16921828847
48075,STEPS,-1019,58105.93934477379
48076,STEPS,-1019,58104.70952242283
48077,STEPS,-1019,58103.4797512324
48078,STEPS,-1019,58102.2500311993
48079,STEPS,-1019,58101.02036232035
48080,STEPS,-1019,58099.79074459235
48081,STEPS,-1019,58098.5611780121
48082,STEPS,-1019,58097.331662576435
48083,STEPS,-1019,58096.10219828214
48084,STEPS,-1019,58094.87278512603
48085,STEPS,-1019,58093.64342310492
48086,STEPS,-1019,58092.414112215614
48087,STEPS,-1019,58091.18485245493
48088,STEPS,-1019,58089.95564381967
48089,STEPS,-1019,58088.72648630664
48090,STEPS,-1019,58087.49737991267
48091,STEPS,-1019,58086.26832463455
48092,STEPS,-1019,58085.0393204691
48093,STEPS,-1019,58083.810367413134
48094,STEPS,-1019,58082.58146546347
48095,STEPS,-1019,58081.3526146169
48096,STEPS,-1019,58080.12381487026
48097,STEPS,-1019,58078.89506622035
48098,STEPS,-1019,58077.66636866398
48099,STEPS,-1019,58076.43772219797
48100,STEPS,-1019,58075.20912681913
48101,STEPS,-1019,58073.98058252427
48102,STEPS,-1019,58072.75208931022
48103,STEPS,-1019,58071.52364717377
48104,STEPS,-1019,58070.295256111756
48105,STEPS,-1019,58069.06691612099
48106,STEPS,-1019,58067.83862719827
48107,STEPS,-1019,58066.61038934043
48108,STEPS,-1019,58065.38220254428
48109,STEPS,-1019,58064.15406680663
48110,STEPS,-1019,58062.925982124296
48111,STEPS,-1019,58061.697948494104
48112,STEPS,-1019,58060.46996591287
48113,STEPS,-1019,58059.24203437741
48114,STEPS,-1019,58058.01415388453
48115,STEPS,-1019,58056.78632443105
48116,STEPS,-1019,58055.5585460138
48117,STEPS,-1019,58054.33081862959
48118,STEPS,-1019,58053.10314227524
48119,STEPS,-1019,58051.87551694757
48120,STEPS,-1019,58050.647942643394
48121,STEPS,-1019,58049.42041935953
48122,STEPS,-1019,58048.19294709281
48123,STEPS,-1019,58046.96552584004
48124,STEPS,-1019,58045.73815559804
48125,STEPS,-1019,58044.51083636364
48126,STEPS,-1019,58043.28356813365
48127,STEPS,-1019,58042.056350904895
48128,STEPS,-1019,58040.8291846742
48129,STEPS,-1019,58039.602069438384
48130,STEPS,-1019,58038.37500519426
48131,STEPS,-1019,58037.14799193867
48132,STEPS,-1019,58035.92102966841
48133,STEPS,-1019,58034.69411838032
48134,STEPS,-1019,58033.46725807122
48135,STEPS,-1019,58032.240448737924
48136,STEPS,-1019,58031.013690377265
48137,STEPS,-1019,58029.78698298606
48138,STEPS,-1019,58028.560326561135
48139,STEPS,-1019,58027.33372109932
48140,STEPS,-1019,58026.10716659742
48141,STEPS,-1019,58024.88066305228
48142,STEPS,-1019,58023.65421046072
48143,STEPS,-1019,58022.42780881956
48144,STEPS,-1019,58021.20145812562
48145,STEPS,-1019,58019.97515837574
48146,STEPS,-1019,58018.74890956673
48147,STEPS,-1019,58017.522711695434
48148,STEPS,-1019,58016.29656475866
48149,STEPS,-1019,58015.07046875324
48150,STEPS,-1019,58013.84442367601
48151,STEPS,-1019,58012.61842952379
48152,STEPS,-1019,58011.39248629341
48153,STEPS,-1019,58010.16659398168
48154,STEPS,-1019,58008.940752585455
48155,STEPS,-1019,58007.71496210155
48156,STEPS,-1019,58006.48922252679
48157,STEPS,-1019,58005.26353385801
48158,STEPS,-1019,58004.03789609203
48159,STEPS,-1019,58002.81230922569
48160,STEPS,-1019,58001.58677325581
48161,STEPS,-1019,58000.36128817923
48162,STEPS,-1019,57999.135853992775
48163,STEPS,-1019,57997.91047069327
48164,STEPS,-1019,57996.68513827755
48165,STEPS,-1019,57995.45985674245
48166,STEPS,-1019,57994.23462608479
48167,STEPS,-1019,57993.00944630141
48168,STEPS,-1019,57991.78431738914
48169,STEPS,-1019,57990.55923934481
48170,STEPS,-1019,57989.334212165246
48171,STEPS,-1019,57988.109235847296
48172,STEPS,-1019,57986.88431038778
48173,STEPS,-1019,57985.65943578353
48174,STEPS,-1019,57984.434612031386
48175,STEPS,-1019,57983.209839128176
48176,STEPS,-1019,57981.98511707074
48177,STEPS,-1019,57980.76044585591
48178,STEPS,-1019,57979.53582548051
48179,STEPS,-1019,57978.311255941386
48180,STEPS,-1019,57977.08673723537
48181,STEPS,-1019,57975.86226935929
48182,STEPS,-1019,57974.63785230999
48183,STEPS,-1019,57973.413486084304
48184,STEPS,-1019,57972.18917067906
48185,STEPS,-1019,57970.96490609111
48186,STEPS,-1019,57969.74069231727
48187,STEPS,-1019,57968.51652935439
48188,STEPS,-1019,57967.2924171993
48189,STEPS,-1019,57966.068355848845
48190,STEPS,-1019,57964.844345299854
48191,STEPS,-1019,57963.62038554917
48192,STEPS,-1019,57962.396476593625
48193,STEPS,-1019,57961.172618430064
48194,STEPS,-1019,57959.94881105532
48195,STEPS,-1019,57958.72505446623
48196,STEPS,-1019,57957.501348659636
48197,STEPS,-1019,57956.277693632386
48198,STEPS,-1019,57955.0540893813
48199,STEPS,-1019,57953.83053590323
48200,STEPS,-1019,57952.60703319502
48201,STEPS,-1019,57951.3835812535
48202,STEPS,-1019,57950.160180075516
48203,STEPS,-1019,57948.936829657905
48204,STEPS,-1019,57947.71352999751
48205,STEPS,-1019,57946.49028109117
48206,STEPS,-1019,57945.26708293574
48207,STEPS,-1019,57944.04393552803
48208,STEPS,-1019,57942.82083886492
48209,STEPS,-1019,57941.59779294323
48210,STEPS,-1019,57940.3747977598
48211,STEPS,-1019,57939.15185331149
48212,STEPS,-1019,57937.92895959512
48213,STEPS,-1019,57936.70611660755
48214,STEPS,-1019,57935.48332434562
48215,STEPS,-1019,57934.26058280618
48216,STEPS,-1019,57933.03789198606
48217,STEPS,-1019,57931.815251882115
48218,STEPS,-1019,57930.59266249119
48219,STEPS,-1019,57929.37012381011
48220,STEPS,-1019,57928.147635835754
48221,STEPS,-1019,57926.92519856494
48222,STEPS,-1019,57925.702811994524
48223,STEPS,-1019,57924.48047612135
48224,STEPS,-1019,57923.258190942266
48225,STEPS,-1019,57922.03595645412
48226,STEPS,-1019,57920.81377265375
48227,STEPS,-1019,57919.59163953802
48228,STEPS,-1019,57918.36955710376
48229,STEPS,-1019,57917.14752534782
48230,STEPS,-1019,57915.925544267055
48231,STEPS,-1019,57914.703613858306
48232,STEPS,-1019,57913.481734118424
48233,STEPS,-1019,57912.259905044266
48234,STEPS,-1019,57911.038126632666
48235,STEPS,-1019,57909.81639888048
48236,STEPS,-1019,57908.59472178456
48237,STEPS,-1019,57907.37309534175
48238,STEPS,-1019,57906.151519548905
48239,STEPS,-1019,57904.92999440287
48240,STEPS,-1019,57903.708519900494
48241,STEPS,-1019,57902.48709603864
48242,STEPS,-1019,57901.26572281415
48243,STEPS,-1019,57900.044400223866
48244,STEPS,-1019,57898.82312826465
48245,STEPS,-1019,57897.60190693336
48246,STEPS,-1019,57896.380736226834
48247,STEPS,-1019,57895.15961614194
48248,STEPS,-1019,57893.93854667551
48249,STEPS,-1019,57892.71752782441
48250,STEPS,-1019,57891.496559585496
48251,STEPS,-1019,57890.27564195561
48252,STEPS,-1019,57889.05477493161
48253,STEPS,-1019,57887.83395851035
48254,STEPS,-1019,57886.61319268869
48255,STEPS,-1019,57885.39247746347
48256,STEPS,-1019,57884.17181283156
48257,STEPS,-1019,57882.951198789815
48258,STEPS,-1019,57881.73063533507
48259,STEPS,-1019,57880.510122464206
48260,STEPS,-1019,57879.28966017406
48261,STEPS,-1019,57878.06924846149
48262,STEPS,-1019,57876.84888732336
48263,STEPS,-1019,57875.62857675652
48264,STEPS,-1019,57874.40831675783
48265,STEPS,-1019,57873.188107324146
48266,STEPS,-1019,57871.96794845233
48267,STEPS,-1019,57870.74784013923
48268,STEPS,-1019,57869.5277823817
48269,STEPS,-1019,57868.30777517662
48270,STEPS,-1019,57867.08781852082
48271,STEPS,-1019,57865.86791241118
48272,STEPS,-1019,57864.64805684455
48273,STEPS,-1019,57863.428251817786
48274,STEPS,-1019,57862.20849732775
48275,STEPS,-1019,57860.98879337131
48276,STEPS,-1019,57859.76913994532
48277,STEPS,-1019,57858.54953704662
48278,STEPS,-1019,57857.329984672106
48279,STEPS,-1019,57856.110482818614
48280,STEPS,-1019,57854.891031483014
48281,STEPS,-1019,57853.67163066217
48282,STEPS,-1019,57852.452280352925
48283,STEPS,-1019,57851.23298055216
48284,STEPS,-1019,57850.01373125673
48285,STEPS,-1019,57848.7945324635
48286,STEPS,-1019,57847.57538416932
48287,STEPS,-1019,57846.356286371076
48288,STEPS,-1019,57845.1372390656
48289,STEPS,-1019,57843.91824224979
48290,STEPS,-1019,57842.69929592048
48291,STEPS,-1019,57841.48040007455
48292,STEPS,-1019,57840.26155470886
48293,STEPS,-1019,57839.042759820266
48294,STEPS,-1019,57837.82401540564
48295,STEPS,-1019,57836.60532146185
48296,STEPS,-1019,57835.386677985756
48297,STEPS,-1019,57834.16808497422
48298,STEPS,-1019,57832.94954242412
48299,STEPS,-1019,57831.7310503323
48300,STEPS,-1019,57830.51260869565
48301,STEPS,-1019,57829.29421751102
48302,STEPS,-1019,57828.07587677529
48303,STEPS,-1019,57826.85758648531
48304,STEPS,-1019,57825.63934663796
48305,STEPS,-1019,57824.4211572301
48306,STEPS,-1019,57823.2030182586
48307,STEPS,-1019,57821.98492972033
48308,STEPS,-1019,57820.766891612155
48309,STEPS,-1019,57819.54890393095
48310,STEPS,-1019,57818.330966673566
48311,STEPS,-1019,57817.11307983689
48312,STEPS,-1019,57815.895243417785
48313,STEPS,-1019,57814.67745741312
48314,STEPS,-1019,57813.45972181976
48315,STEPS,-1019,57812.24203663458
48316,STEPS,-1019,57811.02440185446
48317,STEPS,-1019,57809.80681747625
48318,STEPS,-1019,57808.58928349683
48319,STEPS,-1019,57807.371799913075
48320,STEPS,-1019,57806.15436672186
48321,STEPS,-1019,57804.93698392004
48322,STEPS,-1019,57803.71965150449
48323,STEPS,-1019,57802.502369472095
48324,STEPS,-1019,57801.285137819716
48325,STEPS,-1019,57800.06795654423
48326,STEPS,-1019,57798.85082564251
48327,STEPS,-1019,57797.63374511143
48328,STEPS,-1019,57796.41671494786
48329,STEPS,-1019,57795.19973514867
48330,STEPS,-1019,57793.98280571074
48331,STEPS,-1019,57792.76592663094
48332,STEPS,-1019,57791.54909790615
48333,STEPS,-1019,57790.33231953324
48334,STEPS,-1019,57789.115591509086
48335,STEPS,-1019,57787.898913830555
48336,STEPS,-1019,57786.682286494535
48337,STEPS,-1019,57785.4657094979
48338,STEPS,-1019,57784.24918283752
48339,STEPS,-1019,57783.03270651027
48340,STEPS,-1019,57781.816280513034
48341,STEPS,-1019,57780.59990484268
48342,STEPS,-1019,57779.38357949609
48343,STEPS,-1019,57778.16730447014
48344,STEPS,-1019,57776.95107976171
48345,STEPS,-1019,57775.73490536767
48346,STEPS,-1019,57774.5187812849
48347,STEPS,-1019,57773.30270751029
48348,STEPS,-1019,57772.0866840407
48349,STEPS,-1019,57770.87071087303
48350,STEPS,-1019,57769.65478800414
48351,STEPS,-1019,57768.43891543091
48352,STEPS,-1019,57767.223093150234
48353,STEPS,-1019,57766.00732115898
48354,STEPS,-1019,57764.79159945402
48355,STEPS,-1019,57763.57592803226
48356,STEPS,-1019,57762.360306890565
48357,STEPS,-1019,57761.14473602581
48358,STEPS,-1019,57759.92921543488
48359,STEPS,-1019,57758.71374511466
48360,STEPS,-1019,57757.498325062035
48361,STEPS,-1019,57756.28295527388
48362,STEPS,-1019,57755.06763574707
48363,STEPS,-1019,57753.85236647851
48364,STEPS,-1019,57752.63714746506
48365,STEPS,-1019,57751.421978703605
48366,STEPS,-1019,57750.20686019104
48367,STEPS,-1019,57748.99179192424
48368,STEPS,-1019,57747.7767739001
48369,STEPS,-1019,57746.56180611549
48370,STEPS,-1019,57745.34688856729
48371,STEPS,-1019,57744.1320212524
48372,STEPS,-1019,57742.9172041677
48373,STEPS,-1019,57741.70243731007
48374,STEPS,-1019,57740.4877206764
48375,STEPS,-1019,57739.27305426357
48376,STEPS,-1019,57738.05843806847
48377,STEPS,-1019,57736.84387208798
48378,STEPS,-1019,57735.62935631899
48379,STEPS,-1019,57734.41489075839
48380,STEPS,-1019,57733.20047540306
48381,STEPS,-1019,57731.98611024989
48382,STEPS,-1019,57730.77179529577
48383,STEPS,-1019,57729.55753053758
48384,STEPS,-1019,57728.34331597222
48385,STEPS,-1019,57727.12915159657
48386,STEPS,-1019,57725.91503740752
48387,STEPS,-1019,57724.700973401945
48388,STEPS,-1019,57723.48695957675
48389,STEPS,-1019,57722.272995928826
48390,STEPS,-1019,57721.05908245505
48391,STEPS,-1019,57719.845219152325
48392,STEPS,-1019,57718.63140601752
48393,STEPS,-1019,57717.41764304755
48394,STEPS,-1019,57716.20393023929
48395,STEPS,-1019,57714.99026758963
48396,STEPS,-1019,57713.77665509546
48397,STEPS,-1019,57712.563092753684
48398,STEPS,-1019,57711.34958056118
48399,STEPS,-1019,57710.13611851485
48400,STEPS,-1019,57708.92270661157
48401,STEPS,-1019,57707.70934484825
48402,STEPS,-1019,57706.49603322177
48403,STEPS,-1019,57705.28277172903
48404,STEPS,-1019,57704.06956036691
48405,STEPS,-1019,57702.856399132324
48406,STEPS,-1019,57701.64328802215
48407,STEPS,-1019,57700.43022703328
48408,STEPS,-1019,57699.217216162615
48409,STEPS,-1019,57698.00425540705
48410,STEPS,-1019,57696.79134476348
48411,STEPS,-1019,57695.57848422879
48412,STEPS,-1019,57694.36567379988
48413,STEPS,-1019,57693.152913473656
48414,STEPS,-1019,57691.940203246995
48415,STEPS,-1019,57690.7275431168
48416,STEPS,-1019,57689.514933079976
48417,STEPS,-1019,57688.3023731334
48418,STEPS,-1019,57687.08986327399
48419,STEPS,-1019,57685.87740349863
48420,STEPS,-1019,57684.66499380421
48421,STEPS,-1019,57683.45263418765
48422,STEPS,-1019,57682.24032464582
48423,STEPS,-1019,57681.02806517564
48424,STEPS,-1019,57679.815855773995
48425,STEPS,-1019,57678.60369643779
48426,STEPS,-1019,57677.39158716392
48427,STEPS,-1019,57676.17952794929
48428,STEPS,-1019,57674.967518790785
48429,STEPS,-1019,57673.75555968531
48430,STEPS,-1019,57672.54365062978
48431,STEPS,-1019,57671.33179162107
48432,STEPS,-1019,57670.1199826561
48433,STEPS,-1019,57668.908223731756
48434,STEPS,-1019,57667.696514844945
48435,STEPS,-1019,57666.48485599257
48436,STEPS,-1019,57665.27324717153
48437,STEPS,-1019,57664.061688378715
48438,STEPS,-1019,57662.85017961105
48439,STEPS,-1019,57661.63872086542
48440,STEPS,-1019,57660.42731213873
48441,STEPS,-1019,57659.21595342788
48442,STEPS,-1019,57658.00464472978
48443,STEPS,-1019,57656.793386041325
48444,STEPS,-1019,57655.58217735943
48445,STEPS,-1019,57654.37101868098
48446,STEPS,-1019,57653.15991000289
48447,STEPS,-1019,57651.948851322064
48448,STEPS,-1019,57650.737842635404
48449,STEPS,-1019,57649.52688393981
48450,STEPS,-1019,57648.315975232195
48451,STEPS,-1019,57647.10511650946
48452,STEPS,-1019,57645.89430776851
48453,STEPS,-1019,57644.68354900625
48454,STEPS,-1019,57643.47284021959
48455,STEPS,-1019,57642.26218140543
48456,STEPS,-1019,57641.051572560675
48457,STEPS,-1019,57639.841013682235
48458,STEPS,-1019,57638.63050476702
48459,STEPS,-1019,57637.42004581192
48460,STEPS,-1019,57636.20963681387
48461,STEPS,-1019,57634.999277769755
48462,STEPS,-1019,57633.78896867649
48463,STEPS,-1019,57632.57870953098
48464,STEPS,-1019,57631.36850033014
48465,STEPS,-1019,57630.15834107088
48466,STEPS,-1019,57628.948231750095
48467,STEPS,-1019,57627.738172364705
48468,STEPS,-1019,57626.528162911614
48469,STEPS,-1019,57625.31820338773
48470,STEPS,-1019,57624.10829378997
48471,STEPS,-1019,57622.898434115246
48472,STEPS,-1019,57621.68862436045
48473,STEPS,-1019,57620.47886452252
48474,STEPS,-1019,57619.26915459834
48475,STEPS,-1019,57618.059494584835
48476,STEPS,-1019,57616.84988447892
48477,STEPS,-1019,57615.64032427749
48478,STEPS,-1019,57614.43081397747
48479,STEPS,-1019,57613.22135357578
48480,STEPS,-1019,57612.01194306931
48481,STEPS,-1019,57610.802582454984
48482,STEPS,-1019,57609.59327172971
48483,STEPS,-1019,57608.38401089042
48484,STEPS,-1019,57607.174799934
48485,STEPS,-1019,57605.96563885738
48486,STEPS,-1019,57604.75652765747
48487,STEPS,-1019,57603.54746633118
48488,STEPS,-1019,57602.33845487543
48489,STEPS,-1019,57601.12949328714
