Episode,Terminal State,Reward,Running Average
1,2 3,BOUNDARY,-2001,-2001.0
2,2 2,GOAL,1000000,498999.5
3,1 3,BOUNDARY,-2001,331999.3333333333
4,1 3,BOUNDARY,-2000,248499.5
5,1 3,BOUNDARY,-2000,198399.6
6,3 2,BOUNDARY,-2001,164999.5
7,1 2,GOAL,1000000,284285.28571428574
8,3 2,BOUNDARY,-2001,248499.5
9,3 2,BOUNDARY,-2001,220666.11111111112
10,3 3,GOAL,999999,298599.4
11,2 1,BOUNDARY,-2001,271272.0909090909
12,2 1,BOUNDARY,-2000,248499.41666666666
13,1 3,BOUNDARY,-2002,229230.07692307694
14,2 1,BOUNDARY,-2000,212713.64285714287
15,1 3,BOUNDARY,-2002,198399.26666666666
16,2 1,BOUNDARY,-2000,185874.3125
17,3 1,BOUNDARY,-2000,174822.88235294117
18,2 3,GOAL,1000000,220666.05555555556
19,1 2,BOUNDARY,-2000,208946.7894736842
20,3 2,BOUNDARY,-2003,198399.3
21,3 3,BOUNDARY,-2001,188856.42857142858
22,2 2,GOAL,1000000,225726.5909090909
23,3 3,BOUNDARY,-2000,215825.4347826087
24,1 1,BOUNDARY,-2000,206749.375
25,2 1,BOUNDARY,-2000,198399.4
26,1 3,BOUNDARY,-2002,190691.65384615384
27,1 3,BOUNDARY,-2002,183554.85185185185
28,3 2,BOUNDARY,-2003,176927.7857142857
29,2 3,GOAL,1000000,205309.58620689655
30,2 2,GOAL,1000000,231799.26666666666
31,2 2,GOAL,1000000,256579.93548387097
32,1 1,BOUNDARY,-2000,248499.3125
33,2 3,GOAL,1000000,271272.0606060606
34,1 3,BOUNDARY,-2002,263234.5882352941
35,1 1,BOUNDARY,-2000,255656.45714285714
36,3 1,BOUNDARY,-2000,248499.33333333334
37,2 1,BOUNDARY,-2000,241729.0810810811
38,1 3,GOAL,999999,261683.55263157896
39,3 3,BOUNDARY,-2002,254922.38461538462
40,3 3,BOUNDARY,-2002,248499.275
41,2 1,GOAL,1000000,266828.56097560975
42,2 1,BOUNDARY,-2000,260427.88095238095
43,1 2,BOUNDARY,-2003,254324.83720930232
44,2 1,BOUNDARY,-2001,248499.25
45,1 3,BOUNDARY,-2002,242932.55555555556
46,3 3,BOUNDARY,-2002,237607.89130434784
47,1 1,BOUNDARY,-2000,232509.8510638298
48,1 3,BOUNDARY,-2002,227624.1875
49,1 2,BOUNDARY,-2001,222937.95918367346
50,3 3,BOUNDARY,-2007,218439.06
51,1 1,BOUNDARY,-2000,214116.72549019608
52,1 2,BOUNDARY,-2001,209960.61538461538
53,1 1,BOUNDARY,-2000,205961.35849056602
54,3 2,BOUNDARY,-2002,202110.1851851852
55,3 1,BOUNDARY,-2004,198399.0181818182
56,1 1,BOUNDARY,-2000,194820.4642857143
57,1 3,BOUNDARY,-2002,191367.43859649124
58,2 1,BOUNDARY,-2003,188033.4655172414
59,1 3,BOUNDARY,-2002,184812.5254237288
60,2 3,GOAL,1000000,198398.98333333334
61,2 3,GOAL,1000000,211539.9836065574
