Episode,Starting Position,Steps,Terminal State,Reward,Running Average
1,1 2,2,STEPS,-21,-21.0
2,6 4,2,BOUNDARY,-101,-61.0
3,4 2,2,BOUNDARY,-103,-75.0
4,4 4,2,BOUNDARY,-112,-84.25
5,3 3,2,BOUNDARY,-100,-87.4
6,4 3,2,BOUNDARY,-108,-90.83333333333333
7,2 5,2,BOUNDARY,-110,-93.57142857142857
8,5 2,2,BOUNDARY,-100,-94.375
9,5 3,2,BOUNDARY,-108,-95.88888888888889
10,1 3,2,BOUNDARY,-100,-96.3
11,3 5,2,BOUNDARY,-102,-96.81818181818181
12,3 6,2,BOUNDARY,-108,-97.75
13,4 1,2,BOUNDARY,-100,-97.92307692307692
14,2 4,2,BOUNDARY,-107,-98.57142857142857
15,5 2,2,BOUNDARY,-114,-99.6
16,6 2,2,BOUNDARY,-102,-99.75
17,2 1,2,BOUNDARY,-102,-99.88235294117646
18,5 2,2,STEPS,-19,-95.38888888888889
19,4 3,2,BOUNDARY,-100,-95.63157894736842
20,6 6,2,GOAL,100,-85.85
21,1 3,2,BOUNDARY,-100,-86.52380952380952
22,2 3,2,STEPS,-21,-83.54545454545455
23,2 2,2,BOUNDARY,-115,-84.91304347826087
24,1 3,2,BOUNDARY,-108,-85.875
25,1 6,2,BOUNDARY,-100,-86.44
26,3 4,2,BOUNDARY,-110,-87.34615384615384
27,5 3,2,STEPS,-19,-84.81481481481481
28,5 2,2,BOUNDARY,-102,-85.42857142857143
29,5 1,2,BOUNDARY,-110,-86.27586206896552
30,4 4,2,STEPS,-23,-84.16666666666667
31,5 2,2,BOUNDARY,-104,-84.80645161290323
32,2 3,2,BOUNDARY,-106,-85.46875
33,4 6,2,BOUNDARY,-100,-85.9090909090909
34,5 1,2,BOUNDARY,-102,-86.38235294117646
35,3 5,2,STEPS,-22,-84.54285714285714
36,4 3,2,STEPS,-21,-82.77777777777777
37,6 1,2,BOUNDARY,-109,-83.48648648648648
38,2 4,2,BOUNDARY,-100,-83.92105263157895
39,1 2,2,BOUNDARY,-103,-84.41025641025641
40,2 1,2,BOUNDARY,-104,-84.9
41,1 2,2,BOUNDARY,-100,-85.26829268292683
42,2 6,2,BOUNDARY,-106,-85.76190476190476
43,5 5,2,GOAL,98,-81.48837209302326
44,6 3,2,STEPS,-18,-80.04545454545455
45,5 6,2,GOAL,84,-76.4
46,3 1,2,STEPS,-24,-75.26086956521739
47,2 4,2,BOUNDARY,-105,-75.8936170212766
48,1 5,2,BOUNDARY,-100,-76.39583333333333
49,2 6,2,STEPS,-15,-75.14285714285714
50,1 3,2,BOUNDARY,-100,-75.64
51,4 4,2,STEPS,-25,-74.6470588235294
52,2 1,2,BOUNDARY,-109,-75.3076923076923
53,1 4,2,STEPS,-18,-74.22641509433963
54,3 5,2,STEPS,-21,-73.24074074074075
55,3 5,2,STEPS,-21,-72.2909090909091
