Episode,Terminal State,Reward,Running Average
1,3 1,GOAL,999999,999999.0
2,2 3,GOAL,1000000,999999.5
3,2 1,GOAL,1000000,999999.6666666666
4,1 3,BOUNDARY,-2000,749499.75
5,2 3,BOUNDARY,-2000,599199.8
6,2 3,BOUNDARY,-2000,498999.8333333333
7,3 3,BOUNDARY,-2004,427427.85714285716
8,2 1,BOUNDARY,-2000,373749.375
9,3 2,GOAL,1000000,443332.77777777775
10,1 1,GOAL,999999,498999.4
11,3 1,GOAL,999999,544544.8181818182
12,3 3,BOUNDARY,-2000,498999.4166666667
13,3 1,GOAL,999999,537537.8461538461
14,3 1,BOUNDARY,-2002,498999.28571428574
15,2 2,GOAL,1000000,532399.3333333334
16,2 3,GOAL,1000000,561624.375
17,2 1,GOAL,1000000,587411.1764705882
18,3 3,BOUNDARY,-2000,554666.1111111111
19,3 1,GOAL,999999,578104.6842105263
20,1 2,GOAL,1000000,599199.45
21,3 1,BOUNDARY,-2000,570570.9047619047
22,1 1,BOUNDARY,-2000,544544.9545454546
23,3 2,BOUNDARY,-2002,520782.04347826086
24,2 3,BOUNDARY,-2000,498999.4583333333
25,3 2,BOUNDARY,-2001,478959.44
26,1 1,BOUNDARY,-2000,460461.0
27,3 1,BOUNDARY,-2000,443332.81481481483
28,2 2,GOAL,1000000,463213.78571428574
29,3 1,BOUNDARY,-2006,447171.724137931
30,3 1,BOUNDARY,-2002,432199.26666666666
31,2 1,GOAL,1000000,450515.4193548387
32,2 2,GOAL,1000000,467686.8125
33,2 3,GOAL,1000000,483817.51515151514
34,1 3,BOUNDARY,-2000,469528.76470588235
35,2 3,GOAL,1000000,484685.0857142857
36,1 2,GOAL,1000000,498999.3888888889
37,1 3,BOUNDARY,-2000,485458.86486486485
38,1 3,GOAL,999997,498999.34210526315
39,2 1,BOUNDARY,-2000,486153.2051282051
40,2 1,GOAL,1000000,498999.375
41,1 3,GOAL,999999,511218.8780487805
42,2 2,GOAL,1000000,522856.5238095238
43,2 1,BOUNDARY,-2000,510650.5581395349
44,1 2,BOUNDARY,-2001,498999.38636363635
45,1 2,BOUNDARY,-2001,487866.0444444445
46,3 2,GOAL,1000000,498999.39130434784
47,3 2,BOUNDARY,-2001,488339.8085106383
48,2 3,BOUNDARY,-2000,478124.3958333333
49,2 2,GOAL,1000000,488774.9183673469
50,1 2,BOUNDARY,-2001,478959.4
51,1 2,GOAL,1000000,489175.8823529412
52,2 3,BOUNDARY,-2000,479730.1923076923
53,1 3,BOUNDARY,-2000,470640.9433962264
54,1 2,BOUNDARY,-2001,461888.31481481483
55,3 3,BOUNDARY,-2000,453453.9818181818
56,1 3,BOUNDARY,-2000,445320.875
57,1 3,BOUNDARY,-2000,437473.1403508772
58,3 1,BOUNDARY,-2002,429895.9827586207
59,2 3,BOUNDARY,-2000,422575.71186440677
60,2 3,BOUNDARY,-2000,415499.45
61,3 1,BOUNDARY,-2004,408655.131147541
62,1 2,BOUNDARY,-2007,402031.5483870968
63,2 2,GOAL,1000000,411523.1111111111
64,2 1,GOAL,1000000,420718.0625
65,2 1,GOAL,999998,429630.06153846154
66,1 1,BOUNDARY,-2000,423090.2121212121
67,1 2,GOAL,999998,431700.77611940296
68,2 1,BOUNDARY,-2003,425322.7794117647
69,1 1,BOUNDARY,-2002,419129.6666666667
70,2 2,GOAL,1000000,427427.8142857143
71,1 3,BOUNDARY,-2004,421379.4788732394
72,1 2,BOUNDARY,-2002,415499.18055555556
73,3 1,BOUNDARY,-2002,409779.98630136985
74,1 2,BOUNDARY,-2005,404215.3243243243
75,1 3,BOUNDARY,-2001,398799.1066666667
76,3 2,GOAL,1000000,406709.6447368421
77,2 3,GOAL,1000000,414414.71428571426
78,2 3,GOAL,1000000,421922.21794871794
79,2 3,GOAL,1000000,429239.6582278481
80,1 1,BOUNDARY,-2002,423849.1375
81,3 3,BOUNDARY,-2004,418591.6913580247
82,3 2,BOUNDARY,-2001,413462.51219512196
83,2 1,GOAL,1000000,420529.2289156627
84,1 2,BOUNDARY,-2002,415499.09523809527
85,1 2,BOUNDARY,-2003,410587.3058823529
86,1 2,BOUNDARY,-2009,405789.67441860464
87,2 3,GOAL,1000000,412619.6781609195
88,3 2,BOUNDARY,-2005,407908.0340909091
89,2 1,GOAL,1000000,414560.7528089888
90,2 1,GOAL,1000000,421065.63333333336
91,1 3,BOUNDARY,-2007,416416.4835164835
92,1 2,GOAL,999996,422759.73913043475
93,2 1,GOAL,1000000,428966.623655914
94,2 1,GOAL,1000000,435041.44680851063
95,3 1,GOAL,999999,440988.36842105264
96,3 2,GOAL,999988,446811.28125
97,3 2,BOUNDARY,-2001,442184.3505154639
98,1 3,GOAL,999995,447876.29591836734
99,2 2,GOAL,1000000,453453.30303030304
