Episode,Starting Position,Steps,Terminal State,Reward,Running Average
1,6 5,4,BOUNDARY,-104,-104.0
2,6 4,4,BOUNDARY,-101,-102.5
3,6 2,4,BOUNDARY,-100,-101.66666666666667
4,4 2,4,BOUNDARY,-102,-101.75
5,3 5,4,BOUNDARY,-101,-101.6
6,4 4,4,GOAL,97,-68.5
7,5 5,4,BOUNDARY,-101,-73.14285714285714
8,2 2,4,BOUNDARY,-100,-76.5
9,2 4,4,GOAL,96,-57.333333333333336
10,2 3,4,GOAL,100,-41.6
11,3 2,4,GOAL,100,-28.727272727272727
12,2 1,4,BOUNDARY,-102,-34.833333333333336
13,6 2,4,BOUNDARY,-102,-40.0
14,3 1,4,BOUNDARY,-101,-44.357142857142854
15,3 5,4,GOAL,99,-34.8
16,3 1,4,GOAL,97,-26.5625
17,5 4,4,BOUNDARY,-105,-31.176470588235293
18,6 2,4,BOUNDARY,-100,-35.0
19,2 1,4,BOUNDARY,-100,-38.421052631578945
20,5 1,4,BOUNDARY,-100,-41.5
21,6 4,4,GOAL,100,-34.76190476190476
22,3 3,4,BOUNDARY,-104,-37.90909090909091
23,2 5,4,BOUNDARY,-100,-40.608695652173914
24,6 6,4,BOUNDARY,-100,-43.083333333333336
25,4 2,4,BOUNDARY,-102,-45.44
26,5 6,4,BOUNDARY,-100,-47.53846153846154
27,1 3,4,BOUNDARY,-100,-49.48148148148148
28,5 2,4,BOUNDARY,-102,-51.357142857142854
29,3 6,4,BOUNDARY,-100,-53.03448275862069
30,4 3,4,GOAL,100,-47.93333333333333
31,2 2,4,BOUNDARY,-100,-49.61290322580645
32,3 2,4,GOAL,100,-44.9375
33,4 2,4,GOAL,100,-40.54545454545455
34,5 1,4,BOUNDARY,-100,-42.294117647058826
35,5 4,4,STEPS,-19,-41.628571428571426
36,6 4,4,BOUNDARY,-103,-43.333333333333336
37,5 1,4,GOAL,100,-39.45945945945946
38,1 5,4,BOUNDARY,-100,-41.05263157894737
39,5 6,4,BOUNDARY,-100,-42.56410256410256
40,1 4,4,BOUNDARY,-100,-44.0
41,1 6,4,BOUNDARY,-100,-45.36585365853659
42,1 3,4,BOUNDARY,-102,-46.714285714285715
43,2 2,4,BOUNDARY,-100,-47.95348837209303
44,2 5,4,GOAL,100,-44.59090909090909
45,4 1,4,BOUNDARY,-100,-45.82222222222222
46,2 4,4,GOAL,100,-42.65217391304348
47,4 4,4,GOAL,100,-39.61702127659574
48,4 3,4,GOAL,100,-36.708333333333336
49,4 3,4,BOUNDARY,-100,-38.0
50,5 6,4,BOUNDARY,-100,-39.24
51,2 1,4,GOAL,98,-36.549019607843135
52,5 3,4,GOAL,96,-34.0
53,2 3,4,BOUNDARY,-100,-35.24528301886792
54,5 5,4,BOUNDARY,-100,-36.44444444444444
55,6 1,4,BOUNDARY,-100,-37.6
56,1 5,4,BOUNDARY,-100,-38.714285714285715
57,4 5,4,BOUNDARY,-100,-39.78947368421053
58,3 4,4,BOUNDARY,-100,-40.827586206896555
59,3 3,4,BOUNDARY,-100,-41.83050847457627
60,6 1,4,BOUNDARY,-100,-42.8
61,5 2,4,BOUNDARY,-101,-43.75409836065574
62,6 4,4,BOUNDARY,-100,-44.66129032258065
63,5 3,4,BOUNDARY,-100,-45.53968253968254
64,4 3,4,BOUNDARY,-100,-46.390625
65,1 5,4,BOUNDARY,-100,-47.215384615384615
66,2 6,4,GOAL,100,-44.984848484848484
67,2 5,4,GOAL,100,-42.82089552238806
68,4 4,4,BOUNDARY,-100,-43.661764705882355
69,5 5,4,BOUNDARY,-100,-44.47826086956522
70,2 1,4,GOAL,100,-42.41428571428571
71,6 3,4,BOUNDARY,-100,-43.225352112676056
72,5 2,4,BOUNDARY,-100,-44.013888888888886
73,1 3,4,BOUNDARY,-100,-44.78082191780822
74,2 2,4,GOAL,100,-42.82432432432432
75,3 4,4,BOUNDARY,-100,-43.586666666666666
76,3 1,4,GOAL,100,-41.69736842105263
77,3 2,4,BOUNDARY,-100,-42.45454545454545
78,1 6,4,BOUNDARY,-100,-43.19230769230769
79,1 6,4,BOUNDARY,-100,-43.91139240506329
80,5 5,4,BOUNDARY,-100,-44.6125
81,4 2,4,BOUNDARY,-100,-45.2962962962963
82,2 4,4,BOUNDARY,-100,-45.96341463414634
83,3 1,4,BOUNDARY,-100,-46.6144578313253
84,4 2,4,BOUNDARY,-100,-47.25
85,2 4,4,GOAL,100,-45.51764705882353
86,5 1,4,BOUNDARY,-100,-46.151162790697676
87,2 5,4,GOAL,100,-44.47126436781609
88,3 6,4,BOUNDARY,-100,-45.10227272727273
89,3 4,4,GOAL,100,-43.47191011235955
90,4 3,4,BOUNDARY,-100,-44.1
91,4 5,4,BOUNDARY,-100,-44.714285714285715
92,1 4,4,BOUNDARY,-100,-45.31521739130435
93,1 6,4,BOUNDARY,-100,-45.903225806451616
94,6 1,4,BOUNDARY,-100,-46.47872340425532
95,2 4,4,BOUNDARY,-100,-47.04210526315789
96,5 2,4,BOUNDARY,-100,-47.59375
97,5 3,4,BOUNDARY,-100,-48.134020618556704
98,6 2,4,BOUNDARY,-100,-48.66326530612245
99,6 4,4,BOUNDARY,-100,-49.18181818181818
100,2 3,4,GOAL,100,-47.69
101,6 1,4,BOUNDARY,-100,-48.20792079207921
102,1 4,4,BOUNDARY,-100,-48.71568627450981
103,4 1,4,GOAL,100,-47.271844660194176
104,4 6,4,BOUNDARY,-100,-47.77884615384615
105,4 5,4,GOAL,100,-46.371428571428574
106,3 4,4,GOAL,100,-44.990566037735846
107,6 4,4,GOAL,100,-43.63551401869159
108,2 5,4,GOAL,100,-42.30555555555556
109,6 3,4,BOUNDARY,-100,-42.8348623853211
110,1 1,4,BOUNDARY,-100,-43.35454545454545
111,3 2,4,GOAL,100,-42.06306306306306
112,2 2,4,GOAL,100,-40.794642857142854
113,6 1,4,BOUNDARY,-100,-41.31858407079646
114,2 1,4,BOUNDARY,-100,-41.833333333333336
115,3 5,4,BOUNDARY,-100,-42.33913043478261
116,5 3,4,BOUNDARY,-100,-42.83620689655172
117,5 2,4,BOUNDARY,-101,-43.333333333333336
118,2 2,4,BOUNDARY,-100,-43.813559322033896
119,3 4,4,BOUNDARY,-100,-44.285714285714285
