Episode,Terminal State,Reward,Running Average
1,5 1,BOUNDARY,-2000,-2000.0
2,1 1,GOAL,999999,498999.5
3,1 4,BOUNDARY,-2001,331999.3333333333
4,5 1,BOUNDARY,-2002,248499.0
5,2 4,BOUNDARY,-2004,198398.4
6,4 1,STEPS,-1019,165162.16666666666
7,4 1,GOAL,999998,284424.4285714286
8,5 3,BOUNDARY,-2000,248621.375
9,2 4,BOUNDARY,-2004,220774.11111111112
10,5 3,BOUNDARY,-2001,198496.6
11,2 2,GOAL,1000000,271360.54545454547
12,3 2,BOUNDARY,-2004,248580.16666666666
13,2 4,BOUNDARY,-2003,229304.53846153847
14,3 2,BOUNDARY,-2004,212782.5
15,1 5,BOUNDARY,-2000,198463.66666666666
16,1 4,BOUNDARY,-2001,185934.625
17,5 5,BOUNDARY,-2000,174879.64705882352
18,5 5,BOUNDARY,-2000,165053.0
19,5 1,BOUNDARY,-2002,156260.63157894736
20,1 2,BOUNDARY,-2006,148347.3
21,1 1,GOAL,999999,188902.14285714287
22,2 4,BOUNDARY,-2006,180224.5
23,3 1,BOUNDARY,-2004,172301.52173913043
24,2 3,BOUNDARY,-2004,165038.79166666666
25,2 1,GOAL,999996,198437.08
26,2 5,BOUNDARY,-2001,190727.92307692306
27,2 4,BOUNDARY,-2002,183589.77777777778
28,3 3,BOUNDARY,-2003,176961.4642857143
29,4 1,GOAL,999998,205342.0344827586
30,2 1,BOUNDARY,-2000,198430.63333333333
31,2 2,GOAL,1000000,224287.70967741936
32,2 4,BOUNDARY,-2001,217216.1875
33,3 2,BOUNDARY,-2004,210573.15151515152
34,4 4,BOUNDARY,-2001,204320.9705882353
35,1 1,GOAL,999999,227054.62857142856
36,5 4,BOUNDARY,-2001,220691.97222222222
37,5 1,BOUNDARY,-2008,214673.05405405405
38,4 5,BOUNDARY,-2000,208971.13157894736
39,4 1,BOUNDARY,-2005,203561.4871794872
40,5 2,BOUNDARY,-2005,198422.325
41,1 2,BOUNDARY,-2000,193533.9756097561
42,5 4,BOUNDARY,-2001,188878.38095238095
43,4 2,BOUNDARY,-2010,184439.11627906977
44,5 4,BOUNDARY,-2004,180201.77272727274
45,1 5,BOUNDARY,-2000,176152.84444444443
46,5 1,BOUNDARY,-2008,172279.78260869565
47,5 3,BOUNDARY,-2006,168571.5744680851
48,4 3,BOUNDARY,-2007,165017.85416666666
49,4 1,BOUNDARY,-2007,161609.18367346938
50,2 4,BOUNDARY,-2001,158336.98
51,4 3,BOUNDARY,-2004,155193.03921568627
52,5 1,BOUNDARY,-2004,152170.01923076922
53,3 5,BOUNDARY,-2001,149261.1320754717
54,1 3,BOUNDARY,-2010,146459.8148148148
55,2 4,BOUNDARY,-2007,143760.41818181818
56,2 1,GOAL,1000000,159050.4107142857
57,2 3,BOUNDARY,-2004,156224.8947368421
58,3 5,BOUNDARY,-2000,153496.87931034484
59,3 3,BOUNDARY,-2006,150861.2372881356
60,4 3,BOUNDARY,-2002,148313.51666666666
61,1 4,BOUNDARY,-2000,145849.3606557377
62,4 3,BOUNDARY,-2005,143464.61290322582
63,1 4,BOUNDARY,-2000,141155.6507936508
64,4 2,BOUNDARY,-2005,138918.765625
65,5 4,BOUNDARY,-2000,136750.78461538462
66,3 5,BOUNDARY,-2004,134648.4393939394
67,5 2,GOAL,999996,147564.07462686568
68,3 3,BOUNDARY,-2014,145364.39705882352
69,1 1,BOUNDARY,-2002,143228.65217391305
70,2 5,BOUNDARY,-2007,141153.85714285713
71,5 4,BOUNDARY,-2004,139137.54929577466
72,3 2,GOAL,1000000,151093.97222222222
73,3 2,GOAL,1000000,162722.8219178082
74,5 2,BOUNDARY,-2000,160496.83783783784
75,5 3,BOUNDARY,-2001,158330.2
76,4 3,BOUNDARY,-2008,156220.48684210525
77,2 5,BOUNDARY,-2016,154165.46753246753
78,4 4,BOUNDARY,-2006,152163.26923076922
79,5 2,BOUNDARY,-2001,150211.82278481012
80,4 5,BOUNDARY,-2003,148309.1375
81,5 1,BOUNDARY,-2004,146453.41975308643
82,5 2,BOUNDARY,-2000,144643.01219512196
83,3 3,GOAL,999989,154948.38554216866
84,2 5,BOUNDARY,-2013,153079.79761904763
85,1 4,GOAL,999990,163043.44705882354
86,3 5,GOAL,999981,172775.27906976745
87,3 1,GOAL,999997,182283.5747126437
88,5 1,BOUNDARY,-2002,180189.42045454544
89,3 4,GOAL,999996,189400.73033707865
90,1 1,BOUNDARY,-2000,187274.05555555556
91,1 3,BOUNDARY,-2004,185194.07692307694
92,2 2,GOAL,1000000,194050.66304347827
93,1 2,GOAL,1000000,202716.78494623656
94,3 1,GOAL,999999,211198.51063829788
95,2 4,BOUNDARY,-2010,208954.2105263158
96,2 3,GOAL,1000000,217194.27083333334
97,1 2,GOAL,999998,225264.412371134
98,3 5,BOUNDARY,-2008,222945.306122449
99,1 1,BOUNDARY,-2006,220673.0707070707
100,2 2,GOAL,1000000,228466.34
101,1 5,BOUNDARY,-2005,226184.44554455444
102,4 5,GOAL,999988,233770.75490196078
103,5 4,BOUNDARY,-2001,231481.70873786407
104,2 1,GOAL,999998,238871.28846153847
105,1 1,BOUNDARY,-2006,236577.21904761906
106,3 3,GOAL,999999,243779.31132075473
107,2 4,GOAL,999999,250846.78504672897
108,5 2,GOAL,999994,257783.33333333334
109,4 1,BOUNDARY,-2005,255399.95412844035
110,2 2,GOAL,1000000,262169.04545454547
111,1 2,GOAL,1000000,268816.1711711712
112,2 2,GOAL,1000000,275344.59821428574
113,4 1,BOUNDARY,-2005,272890.1769911504
114,2 5,GOAL,999992,279268.2631578947
115,5 1,BOUNDARY,-2000,276822.4521739131
116,2 1,BOUNDARY,-2000,274418.8103448276
117,3 3,GOAL,999999,280620.35042735044
118,1 1,GOAL,999999,286716.77966101695
119,1 3,GOAL,999999,292710.7478991597
120,2 1,BOUNDARY,-2001,290254.81666666665
