Episode,Starting Position,Steps,Terminal State,Reward,Running Average
1,8 8,6,BOUNDARY,-100,-100.0
2,3 8,6,BOUNDARY,-100,-100.0
3,1 7,6,BOUNDARY,-100,-100.0
4,7 4,6,BOUNDARY,-100,-100.0
5,3 6,6,BOUNDARY,-100,-100.0
6,4 4,6,BOUNDARY,-100,-100.0
7,1 1,6,BOUNDARY,-100,-100.0
8,8 4,6,BOUNDARY,-100,-100.0
9,7 5,6,BOUNDARY,-100,-100.0
10,2 7,6,BOUNDARY,-100,-100.0
11,6 4,6,BOUNDARY,-100,-100.0
12,4 8,6,BOUNDARY,-100,-100.0
13,8 8,6,BOUNDARY,-100,-100.0
14,7 8,6,BOUNDARY,-100,-100.0
15,6 1,6,STEPS,0,-93.33333333333333
16,7 2,6,BOUNDARY,-100,-93.75
17,1 7,6,BOUNDARY,-100,-94.11764705882354
18,4 3,6,BOUNDARY,-100,-94.44444444444444
19,5 1,6,STEPS,0,-89.47368421052632
20,1 6,6,BOUNDARY,-100,-90.0
21,5 6,6,BOUNDARY,-100,-90.47619047619048
22,1 3,6,BOUNDARY,-100,-90.9090909090909
23,4 7,6,BOUNDARY,-100,-91.30434782608695
24,1 3,6,BOUNDARY,-100,-91.66666666666667
25,3 4,6,BOUNDARY,-100,-92.0
26,3 6,6,BOUNDARY,-100,-92.3076923076923
27,1 4,6,STEPS,0,-88.88888888888889
28,4 2,6,GOAL,100,-82.14285714285714
29,1 8,6,BOUNDARY,-100,-82.75862068965517
30,4 3,6,STEPS,0,-80.0
31,6 6,6,STEPS,0,-77.41935483870968
32,1 7,6,BOUNDARY,-100,-78.125
33,4 6,6,STEPS,0,-75.75757575757575
34,2 2,6,GOAL,100,-70.58823529411765
35,7 6,6,STEPS,0,-68.57142857142857
36,5 1,6,BOUNDARY,-100,-69.44444444444444
37,3 6,6,GOAL,100,-64.86486486486487
38,1 4,6,STEPS,0,-63.1578947368421
39,7 6,6,STEPS,0,-61.53846153846154
40,3 3,6,BOUNDARY,-100,-62.5
41,1 3,6,BOUNDARY,-100,-63.41463414634146
42,6 4,6,GOAL,100,-59.523809523809526
43,4 3,6,STEPS,0,-58.13953488372093
44,6 5,6,STEPS,0,-56.81818181818182
45,1 2,6,BOUNDARY,-100,-57.77777777777778
46,1 7,6,STEPS,0,-56.52173913043478
47,3 5,6,BOUNDARY,-100,-57.4468085106383
48,4 8,6,BOUNDARY,-100,-58.333333333333336
49,1 4,6,STEPS,0,-57.142857142857146
50,3 6,6,GOAL,100,-54.0
51,8 3,6,BOUNDARY,-100,-54.90196078431372
52,1 2,6,GOAL,100,-51.92307692307692
53,2 3,6,BOUNDARY,-100,-52.83018867924528
54,4 6,6,BOUNDARY,-100,-53.7037037037037
55,5 5,6,STEPS,0,-52.72727272727273
56,5 6,6,STEPS,0,-51.785714285714285
57,1 7,6,BOUNDARY,-100,-52.63157894736842
58,1 2,6,BOUNDARY,-100,-53.44827586206897
59,6 3,6,STEPS,0,-52.54237288135593
60,5 2,6,GOAL,100,-50.0
61,6 8,6,BOUNDARY,-100,-50.81967213114754
62,6 6,6,BOUNDARY,-100,-51.61290322580645
63,3 3,6,STEPS,0,-50.79365079365079
64,1 7,6,BOUNDARY,-100,-51.5625
65,6 4,6,GOAL,100,-49.23076923076923
66,6 4,6,BOUNDARY,-100,-50.0
