Episode,Starting Position,Steps,Terminal State,Reward,Running Average
1,6 4,2,GOAL,99,99.0
2,5 2,2,BOUNDARY,-101,-1.0
3,5 4,2,GOAL,100,32.666666666666664
4,2 6,2,BOUNDARY,-100,-0.5
5,1 2,2,BOUNDARY,-118,-24.0
6,2 6,2,BOUNDARY,-100,-36.666666666666664
7,1 5,2,BOUNDARY,-100,-45.714285714285715
8,4 4,2,GOAL,100,-27.5
9,3 6,2,BOUNDARY,-100,-35.55555555555556
10,3 2,2,BOUNDARY,-102,-42.2
11,1 3,2,BOUNDARY,-100,-47.45454545454545
12,1 5,2,BOUNDARY,-100,-51.833333333333336
13,6 6,2,BOUNDARY,-100,-55.53846153846154
14,2 4,2,BOUNDARY,-100,-58.714285714285715
15,5 1,2,BOUNDARY,-103,-61.666666666666664
16,1 5,2,BOUNDARY,-102,-64.1875
17,4 5,2,BOUNDARY,-102,-66.41176470588235
18,2 2,2,BOUNDARY,-105,-68.55555555555556
19,5 5,2,GOAL,100,-59.68421052631579
20,1 3,2,BOUNDARY,-100,-61.7
21,6 4,2,BOUNDARY,-102,-63.61904761904762
22,4 4,2,GOAL,100,-56.18181818181818
23,4 6,2,BOUNDARY,-103,-58.21739130434783
24,3 2,2,BOUNDARY,-103,-60.083333333333336
25,4 3,2,BOUNDARY,-101,-61.72
26,2 2,2,BOUNDARY,-103,-63.30769230769231
27,6 1,2,BOUNDARY,-100,-64.66666666666667
28,1 5,2,GOAL,100,-58.785714285714285
29,5 2,2,BOUNDARY,-100,-60.206896551724135
30,3 3,2,BOUNDARY,-100,-61.53333333333333
31,4 2,2,BOUNDARY,-100,-62.774193548387096
32,6 1,2,BOUNDARY,-104,-64.0625
33,1 6,2,BOUNDARY,-101,-65.18181818181819
34,3 4,2,BOUNDARY,-102,-66.26470588235294
35,5 3,2,BOUNDARY,-106,-67.4
36,6 2,2,BOUNDARY,-100,-68.30555555555556
37,2 5,2,GOAL,95,-63.891891891891895
38,2 3,2,GOAL,99,-59.60526315789474
39,5 4,2,GOAL,100,-55.51282051282051
40,1 3,2,BOUNDARY,-107,-56.8
41,2 6,2,BOUNDARY,-100,-57.853658536585364
42,1 1,2,BOUNDARY,-100,-58.857142857142854
43,4 5,2,GOAL,100,-55.16279069767442
44,6 3,2,GOAL,100,-51.63636363636363
45,1 5,2,BOUNDARY,-103,-52.77777777777778
46,4 3,2,GOAL,100,-49.45652173913044
47,4 1,2,BOUNDARY,-100,-50.53191489361702
48,1 1,2,BOUNDARY,-100,-51.5625
49,5 6,2,BOUNDARY,-109,-52.734693877551024
50,1 5,2,BOUNDARY,-102,-53.72
51,3 6,2,BOUNDARY,-100,-54.627450980392155
52,6 5,2,GOAL,100,-51.65384615384615
53,4 1,2,BOUNDARY,-102,-52.60377358490566
54,5 6,2,GOAL,100,-49.77777777777778
55,3 1,2,BOUNDARY,-100,-50.69090909090909
56,5 3,2,GOAL,100,-48.0
57,1 1,2,BOUNDARY,-101,-48.92982456140351
58,4 5,2,GOAL,100,-46.36206896551724
59,5 1,2,BOUNDARY,-100,-47.271186440677965
60,2 5,2,GOAL,90,-44.983333333333334
61,1 4,2,GOAL,94,-42.704918032786885
62,2 4,2,GOAL,100,-40.403225806451616
63,5 4,2,BOUNDARY,-100,-41.34920634920635
64,5 6,2,GOAL,98,-39.171875
65,6 3,2,BOUNDARY,-104,-40.16923076923077
66,4 3,2,GOAL,100,-38.04545454545455
67,5 3,2,BOUNDARY,-106,-39.059701492537314
68,5 6,2,BOUNDARY,-117,-40.205882352941174
69,4 3,2,GOAL,100,-38.17391304347826
70,4 2,2,GOAL,87,-36.385714285714286
71,1 6,2,BOUNDARY,-100,-37.28169014084507
72,3 3,2,GOAL,81,-35.638888888888886
73,4 6,2,GOAL,100,-33.78082191780822
74,3 2,2,GOAL,100,-31.972972972972972
75,4 5,2,GOAL,100,-30.213333333333335
76,3 5,2,GOAL,100,-28.5
77,5 4,2,BOUNDARY,-102,-29.454545454545453
78,1 5,2,BOUNDARY,-102,-30.384615384615383
79,2 3,2,BOUNDARY,-119,-31.50632911392405
80,3 5,2,BOUNDARY,-106,-32.4375
81,4 2,2,GOAL,88,-30.950617283950617
82,3 2,2,BOUNDARY,-102,-31.817073170731707
83,3 3,2,STEPS,-23,-31.710843373493976
84,3 1,2,BOUNDARY,-103,-32.55952380952381
85,5 1,2,STEPS,-18,-32.38823529411765
86,5 3,2,GOAL,100,-30.848837209302324
87,2 1,2,BOUNDARY,-100,-31.64367816091954
88,1 3,2,BOUNDARY,-100,-32.42045454545455
89,5 5,2,BOUNDARY,-113,-33.325842696629216
90,1 1,2,BOUNDARY,-100,-34.06666666666667
91,3 1,2,BOUNDARY,-112,-34.92307692307692
92,1 1,2,BOUNDARY,-103,-35.66304347826087
93,2 6,2,STEPS,-21,-35.505376344086024
94,4 3,2,GOAL,100,-34.06382978723404
95,3 5,2,GOAL,100,-32.65263157894737
96,4 3,2,GOAL,100,-31.270833333333332
97,4 4,2,GOAL,100,-29.917525773195877
98,2 5,2,BOUNDARY,-117,-30.806122448979593
99,1 4,2,BOUNDARY,-111,-31.616161616161616
100,3 3,2,STEPS,-23,-31.53
101,3 6,2,BOUNDARY,-119,-32.396039603960396
102,6 1,2,BOUNDARY,-108,-33.13725490196079
103,3 1,2,GOAL,99,-31.854368932038835
104,5 4,2,GOAL,100,-30.58653846153846
105,1 2,2,STEPS,-27,-30.552380952380954
106,4 1,2,STEPS,-22,-30.471698113207548
107,3 6,2,GOAL,85,-29.39252336448598
108,3 1,2,GOAL,100,-28.194444444444443
109,5 5,2,BOUNDARY,-100,-28.853211009174313
110,3 4,2,STEPS,-22,-28.79090909090909
111,6 6,2,BOUNDARY,-100,-29.43243243243243
112,1 2,2,BOUNDARY,-112,-30.169642857142858
113,6 6,2,BOUNDARY,-100,-30.787610619469028
114,6 4,2,BOUNDARY,-100,-31.394736842105264
115,4 4,2,GOAL,100,-30.252173913043478
116,2 6,2,GOAL,100,-29.129310344827587
117,1 3,2,GOAL,82,-28.17948717948718
118,1 3,2,GOAL,97,-27.11864406779661
119,5 5,2,BOUNDARY,-107,-27.789915966386555
120,1 3,2,STEPS,-22,-27.741666666666667
121,6 1,2,BOUNDARY,-100,-28.33884297520661
122,3 2,2,GOAL,98,-27.30327868852459
123,4 2,2,BOUNDARY,-112,-27.991869918699187
124,4 2,2,BOUNDARY,-100,-28.572580645161292
125,2 3,2,GOAL,94,-27.592
126,1 1,2,GOAL,93,-26.634920634920636
127,5 1,2,BOUNDARY,-103,-27.236220472440944
128,2 4,2,STEPS,-24,-27.2109375
129,2 4,2,GOAL,99,-26.232558139534884
130,4 6,2,GOAL,100,-25.26153846153846
131,2 1,2,STEPS,-24,-25.251908396946565
132,3 3,2,BOUNDARY,-103,-25.84090909090909
133,6 5,2,BOUNDARY,-100,-26.398496240601503
134,6 2,2,BOUNDARY,-101,-26.955223880597014
135,5 1,2,GOAL,100,-26.014814814814816
136,3 6,2,GOAL,100,-25.08823529411765
137,6 1,2,BOUNDARY,-100,-25.635036496350367
138,5 5,2,GOAL,99,-24.731884057971016
139,2 4,2,STEPS,-22,-24.712230215827336
140,4 3,2,STEPS,-21,-24.685714285714287
141,1 1,2,STEPS,-25,-24.68794326241135
142,4 3,2,GOAL,100,-23.809859154929576
143,3 6,2,GOAL,79,-23.09090909090909
144,4 6,2,GOAL,94,-22.27777777777778
145,4 2,2,GOAL,100,-21.43448275862069
146,3 6,2,GOAL,95,-20.636986301369863
147,4 5,2,GOAL,100,-19.816326530612244
148,1 5,2,BOUNDARY,-107,-20.405405405405407
149,1 4,2,BOUNDARY,-108,-20.993288590604028
150,4 3,2,BOUNDARY,-113,-21.606666666666666
151,5 4,2,BOUNDARY,-104,-22.1523178807947
152,4 6,2,STEPS,-21,-22.144736842105264
153,6 2,2,GOAL,86,-21.437908496732025
154,2 3,2,BOUNDARY,-123,-22.0974025974026
155,1 2,2,STEPS,-23,-22.10322580645161
156,3 4,2,BOUNDARY,-110,-22.666666666666668
157,5 1,2,GOAL,97,-21.904458598726116
158,2 3,2,GOAL,81,-21.253164556962027
159,3 6,2,BOUNDARY,-103,-21.767295597484278
160,6 2,2,STEPS,-23,-21.775
161,1 3,2,BOUNDARY,-102,-22.273291925465838
162,6 2,2,BOUNDARY,-114,-22.839506172839506
163,3 4,2,STEPS,-25,-22.85276073619632
164,6 2,2,STEPS,-16,-22.8109756097561
165,5 1,2,GOAL,97,-22.084848484848486
166,3 4,2,STEPS,-21,-22.07831325301205
167,3 6,2,BOUNDARY,-111,-22.610778443113773
168,5 6,2,GOAL,96,-21.904761904761905
169,1 1,2,BOUNDARY,-100,-22.366863905325445
170,2 4,2,BOUNDARY,-102,-22.83529411764706
171,6 4,2,GOAL,91,-22.169590643274855
172,3 4,2,STEPS,-21,-22.162790697674417
173,4 2,2,STEPS,-20,-22.15028901734104
174,2 2,2,BOUNDARY,-123,-22.729885057471265
175,3 4,2,GOAL,97,-22.045714285714286
176,1 5,2,BOUNDARY,-100,-22.488636363636363
177,4 3,2,GOAL,100,-21.796610169491526
178,6 2,2,STEPS,-14,-21.752808988764045
179,5 4,2,GOAL,100,-21.07262569832402
180,4 2,2,GOAL,100,-20.4
181,1 4,2,BOUNDARY,-100,-20.83977900552486
182,1 2,2,BOUNDARY,-125,-21.412087912087912
183,2 1,2,STEPS,-25,-21.43169398907104
184,1 5,2,BOUNDARY,-114,-21.934782608695652
185,5 6,2,GOAL,94,-21.308108108108108
186,6 2,2,BOUNDARY,-103,-21.747311827956988
187,5 5,2,GOAL,100,-21.09625668449198
188,6 3,2,GOAL,100,-20.45212765957447
189,2 6,2,GOAL,97,-19.83068783068783
190,5 4,2,GOAL,100,-19.2
191,1 3,2,STEPS,-24,-19.225130890052355
192,2 4,2,GOAL,80,-18.708333333333332
193,5 3,2,GOAL,100,-18.093264248704664
194,2 3,2,GOAL,99,-17.489690721649485
195,6 5,2,GOAL,100,-16.887179487179488
196,4 5,2,GOAL,100,-16.290816326530614
197,1 1,2,GOAL,100,-15.700507614213198
198,4 6,2,GOAL,100,-15.116161616161616
199,3 1,2,GOAL,96,-14.557788944723619
200,5 3,2,BOUNDARY,-111,-15.04
201,1 4,2,GOAL,95,-14.492537313432836
202,5 6,2,BOUNDARY,-103,-14.930693069306932
203,6 5,2,BOUNDARY,-104,-15.369458128078819
204,2 4,2,GOAL,98,-14.813725490196079
