Episode,Terminal State,Reward,Running Average
1,1 9,BOUNDARY,-2001,-2001.0
2,5 8,BOUNDARY,-2015,-2008.0
3,10 6,BOUNDARY,-2000,-2005.3333333333333
4,5 1,BOUNDARY,-2000,-2004.0
5,4 2,STEPS,-1019,-1807.0
6,5 7,STEPS,-1019,-1675.6666666666667
7,10 1,BOUNDARY,-2000,-1722.0
8,9 4,BOUNDARY,-2002,-1757.0
9,10 9,BOUNDARY,-2000,-1784.0
10,5 8,STEPS,-1019,-1707.5
11,4 6,BOUNDARY,-2018,-1735.7272727272727
12,5 4,STEPS,-1019,-1676.0
13,7 1,BOUNDARY,-2014,-1702.0
14,10 7,BOUNDARY,-2014,-1724.2857142857142
15,7 3,STEPS,-1019,-1677.2666666666667
16,9 10,BOUNDARY,-2003,-1697.625
17,7 9,BOUNDARY,-2004,-1715.6470588235295
18,2 3,BOUNDARY,-2016,-1732.3333333333333
19,5 2,BOUNDARY,-2006,-1746.7368421052631
20,7 8,BOUNDARY,-2007,-1759.75
21,6 9,STEPS,-1019,-1724.4761904761904
22,8 5,BOUNDARY,-2013,-1737.590909090909
23,3 2,BOUNDARY,-2002,-1749.0869565217392
24,8 3,STEPS,-1019,-1718.6666666666667
25,9 3,STEPS,-1019,-1690.68
26,10 8,STEPS,-1019,-1664.8461538461538
27,6 10,STEPS,-1019,-1640.9259259259259
28,10 5,STEPS,-1019,-1618.7142857142858
29,2 4,BOUNDARY,-2019,-1632.5172413793102
30,1 8,BOUNDARY,-2000,-1644.7666666666667
31,2 7,STEPS,-1019,-1624.5806451612902
32,2 7,GOAL,999988,29675.8125
33,4 2,GOAL,999991,59079.30303030303
34,9 5,STEPS,-1019,57311.705882352944
35,8 9,STEPS,-1019,55645.114285714284
36,10 6,STEPS,-1019,54071.11111111111
37,6 9,STEPS,-1019,52582.18918918919
38,8 5,GOAL,999986,77513.86842105263
39,6 1,BOUNDARY,-2000,75475.05128205128
40,1 1,GOAL,999999,98588.15
41,3 4,GOAL,999996,120573.70731707317
42,2 2,GOAL,1000000,141512.42857142858
43,3 8,GOAL,999990,161477.02325581395
44,5 8,BOUNDARY,-2010,157761.4090909091
45,3 7,GOAL,999995,176477.7111111111
46,4 4,BOUNDARY,-2006,172597.63043478262
47,3 2,BOUNDARY,-2004,168882.70212765958
