Episode,Terminal State,Reward,Running Average
1,3 3,BOUNDARY,-2002,-2002.0
2,2 3,BOUNDARY,-2002,-2002.0
3,3 1,BOUNDARY,-2003,-2002.3333333333333
4,3 1,BOUNDARY,-2001,-2002.0
5,1 1,BOUNDARY,-2000,-2001.6
6,3 3,BOUNDARY,-2001,-2001.5
7,2 2,GOAL,1000000,141141.57142857142
8,3 2,BOUNDARY,-2000,123248.875
9,3 3,GOAL,999999,220665.55555555556
10,2 1,BOUNDARY,-2000,198399.0
11,1 1,BOUNDARY,-2000,180180.9090909091
12,3 3,BOUNDARY,-2002,164999.0
13,1 1,BOUNDARY,-2000,152152.92307692306
14,1 1,BOUNDARY,-2000,141142.0
15,3 1,BOUNDARY,-2001,131599.13333333333
16,1 3,GOAL,999999,185874.125
17,2 2,GOAL,1000000,233763.88235294117
18,3 1,BOUNDARY,-2002,220665.77777777778
19,3 1,BOUNDARY,-2002,208946.42105263157
20,2 1,BOUNDARY,-2002,198399.0
21,3 2,GOAL,1000000,236570.47619047618
22,2 1,BOUNDARY,-2001,225726.31818181818
23,1 1,BOUNDARY,-2000,215825.1739130435
24,2 2,GOAL,1000000,248499.125
25,3 3,GOAL,999999,278559.12
26,2 3,GOAL,1000000,306306.8461538461
27,1 2,BOUNDARY,-2000,294888.0740740741
28,2 3,GOAL,999998,320070.5714285714
29,1 2,BOUNDARY,-2000,308964.6896551724
30,2 2,GOAL,1000000,331999.2
31,3 2,GOAL,1000000,353547.6129032258
32,2 2,GOAL,1000000,373749.25
33,3 1,BOUNDARY,-2002,362362.8484848485
34,1 2,BOUNDARY,-2000,351646.29411764705
35,2 3,BOUNDARY,-2003,341542.02857142856
36,1 2,BOUNDARY,-2000,331999.19444444444
37,1 3,BOUNDARY,-2000,322972.1891891892
38,2 3,BOUNDARY,-2001,314420.2631578947
39,1 3,GOAL,999999,331999.2051282051
40,3 3,BOUNDARY,-2002,323649.175
41,1 2,GOAL,1000000,340145.53658536583
42,2 2,GOAL,1000000,355856.35714285716
43,3 3,BOUNDARY,-2004,347534.0232558139
44,2 3,BOUNDARY,-2005,339589.95454545453
45,1 1,BOUNDARY,-2000,331999.06666666665
46,1 3,BOUNDARY,-2000,324738.2173913043
47,2 2,GOAL,1000000,339105.4893617021
48,2 3,GOAL,1000000,352874.125
49,1 1,BOUNDARY,-2000,345631.79591836734
50,3 2,GOAL,1000000,358719.16
51,2 1,BOUNDARY,-2000,351646.23529411765
52,1 2,BOUNDARY,-2000,344845.3461538461
53,1 2,BOUNDARY,-2002,338301.0566037736
54,3 1,BOUNDARY,-2002,331999.14814814815
55,3 2,GOAL,1000000,344144.61818181816
56,3 2,GOAL,1000000,355856.3214285714
57,2 3,BOUNDARY,-2000,349578.1403508772
58,2 3,BOUNDARY,-2006,343516.3448275862
59,2 3,BOUNDARY,-2008,337660.0
60,1 1,BOUNDARY,-2003,331998.95
61,1 1,GOAL,999997,342949.737704918
62,2 1,BOUNDARY,-2004,337385.96774193546
63,2 2,GOAL,1000000,347903.65079365077
64,2 3,BOUNDARY,-2001,342436.390625
65,3 2,GOAL,999998,352552.72307692305
66,3 3,BOUNDARY,-2000,347180.7121212121
67,2 2,GOAL,1000000,356924.2835820895
68,2 2,GOAL,1000000,366381.2794117647
