Episode,Terminal State,Reward,Running Average
1,4 5,BOUNDARY,-2000,-2000.0
2,3 3,BOUNDARY,-2006,-2003.0
3,4 3,BOUNDARY,-2007,-2004.3333333333333
4,2 5,BOUNDARY,-2002,-2003.75
5,2 2,GOAL,1000000,198397.0
6,3 2,BOUNDARY,-2007,164996.33333333334
7,4 5,BOUNDARY,-2000,141139.7142857143
8,2 5,BOUNDARY,-2000,123247.25
9,1 1,BOUNDARY,-2001,109330.77777777778
10,2 5,BOUNDARY,-2008,98196.9
11,4 5,BOUNDARY,-2000,89088.09090909091
12,1 5,GOAL,999997,164997.16666666666
13,1 2,BOUNDARY,-2008,152150.61538461538
14,5 2,BOUNDARY,-2000,141139.85714285713
15,4 3,BOUNDARY,-2015,131596.2
16,2 2,GOAL,1000000,185871.4375
17,3 1,BOUNDARY,-2001,174820.11764705883
18,4 1,BOUNDARY,-2004,164996.55555555556
19,4 2,BOUNDARY,-2001,156207.2105263158
20,3 1,BOUNDARY,-2003,148296.7
21,3 1,BOUNDARY,-2002,141139.61904761905
22,4 3,BOUNDARY,-2001,134633.22727272726
23,5 4,BOUNDARY,-2000,128692.65217391304
24,2 2,GOAL,1000000,164997.125
25,4 5,BOUNDARY,-2003,158317.12
26,1 2,BOUNDARY,-2000,152151.07692307694
27,5 1,BOUNDARY,-2000,146441.77777777778
28,3 4,BOUNDARY,-2003,141140.17857142858
29,2 3,BOUNDARY,-2002,136204.24137931035
30,5 3,BOUNDARY,-2000,131597.43333333332
31,2 3,BOUNDARY,-2010,127287.51612903226
32,5 3,BOUNDARY,-2001,123247.25
33,5 2,BOUNDARY,-2000,119451.87878787878
34,2 3,BOUNDARY,-2006,115879.58823529411
35,1 3,BOUNDARY,-2001,112511.57142857143
36,4 4,BOUNDARY,-2013,109330.33333333333
37,1 3,BOUNDARY,-2000,106321.4054054054
38,3 1,BOUNDARY,-2006,103470.68421052632
39,3 4,BOUNDARY,-2005,100766.17948717948
40,5 1,BOUNDARY,-2000,98197.025
41,4 5,BOUNDARY,-2000,95753.19512195123
42,2 1,BOUNDARY,-2006,93425.59523809524
43,4 2,GOAL,999997,114508.6511627907
44,5 3,BOUNDARY,-2004,111860.63636363637
45,4 1,BOUNDARY,-2005,109330.28888888888
46,5 5,BOUNDARY,-2002,106910.02173913043
47,1 1,BOUNDARY,-2006,104592.65957446808
48,4 2,BOUNDARY,-2007,102371.83333333333
49,5 3,BOUNDARY,-2002,100241.75510204081
50,2 3,BOUNDARY,-2002,98196.88
51,5 5,BOUNDARY,-2000,96232.23529411765
52,4 3,BOUNDARY,-2007,94343.01923076923
53,3 2,BOUNDARY,-2004,92525.15094339622
54,4 5,BOUNDARY,-2001,90774.66666666667
55,5 1,BOUNDARY,-2007,89087.72727272728
56,5 2,BOUNDARY,-2001,87461.14285714286
57,2 5,BOUNDARY,-2004,85891.57894736843
58,4 1,GOAL,999998,101652.03448275862
59,3 2,BOUNDARY,-2004,99895.15254237287
60,4 5,BOUNDARY,-2000,98196.9
61,4 2,BOUNDARY,-2005,96554.24590163934
62,2 3,GOAL,1000000,111125.95161290323
63,1 1,BOUNDARY,-2000,109330.30158730158
64,3 4,BOUNDARY,-2001,107590.75
65,1 1,BOUNDARY,-2003,105904.69230769231
66,2 4,BOUNDARY,-2009,104269.63636363637
67,4 2,BOUNDARY,-2005,102683.44776119402
68,3 1,BOUNDARY,-2008,101143.86764705883
69,3 2,BOUNDARY,-2007,99648.92753623189
70,4 5,BOUNDARY,-2006,98196.71428571429
71,5 4,BOUNDARY,-2003,96785.45070422535
72,1 3,BOUNDARY,-2008,95413.31944444444
73,2 5,BOUNDARY,-2001,94078.87671232877
74,1 4,BOUNDARY,-2000,92780.51351351352
75,3 3,BOUNDARY,-2006,91516.69333333333
76,4 2,BOUNDARY,-2004,90286.15789473684
77,5 2,BOUNDARY,-2004,89087.58441558441
78,1 2,BOUNDARY,-2002,87919.76923076923
79,1 2,GOAL,1000000,99465.08860759494
80,3 4,BOUNDARY,-2006,98196.7
81,5 2,BOUNDARY,-2009,96959.5925925926
82,4 2,GOAL,999999,107972.26829268293
83,2 3,GOAL,1000000,118719.59036144578
84,2 3,BOUNDARY,-2006,117282.38095238095
85,2 1,GOAL,1000000,127667.29411764706
86,3 5,BOUNDARY,-2007,126159.45348837209
87,4 2,GOAL,999999,136203.58620689655
88,1 2,GOAL,1000000,146019.45454545456
89,2 1,GOAL,999998,155614.7191011236
90,4 3,BOUNDARY,-2009,153863.34444444443
91,2 4,GOAL,999995,163161.4945054945
92,4 3,GOAL,999996,172257.52173913043
93,2 3,GOAL,1000000,181157.97849462365
94,1 5,BOUNDARY,-2000,179209.48936170212
95,3 2,BOUNDARY,-2001,177302.0105263158
96,3 5,GOAL,999995,185871.72916666666
97,5 5,STEPS,-1019,183945.0206185567
98,1 2,GOAL,999998,192272.0918367347
99,1 4,GOAL,999992,200430.87878787878
