Episode,Terminal State,Reward,Running Average
1,1 1,GOAL,999999,999999.0
2,2 2,GOAL,1000000,999999.5
3,3 2,BOUNDARY,-2002,665999.0
4,3 2,GOAL,1000000,749499.25
5,2 2,GOAL,1000000,799599.4
6,1 3,BOUNDARY,-2000,665999.5
7,3 3,BOUNDARY,-2000,570571.0
8,2 3,BOUNDARY,-2000,498999.625
9,3 3,BOUNDARY,-2001,443332.8888888889
10,3 3,BOUNDARY,-2002,398799.4
11,2 1,GOAL,1000000,453454.0
12,1 3,BOUNDARY,-2000,415499.5
13,1 1,BOUNDARY,-2000,383384.1538461539
14,3 1,GOAL,999997,427427.9285714286
15,2 2,GOAL,1000000,465599.4
16,2 3,BOUNDARY,-2004,436374.1875
17,3 2,BOUNDARY,-2002,410587.35294117645
18,2 1,BOUNDARY,-2000,387665.8333333333
19,3 3,GOAL,999999,419893.8947368421
20,1 3,BOUNDARY,-2000,398799.2
21,2 1,BOUNDARY,-2000,379713.5238095238
22,1 1,GOAL,999997,407908.2272727273
23,1 3,BOUNDARY,-2000,390086.1304347826
24,1 2,BOUNDARY,-2000,373749.2083333333
25,1 3,BOUNDARY,-2000,358719.24
26,2 3,BOUNDARY,-2001,344845.3846153846
27,2 1,BOUNDARY,-2000,331999.25925925927
28,3 1,GOAL,999999,355856.39285714284
29,2 1,GOAL,1000000,378068.2413793103
30,1 2,BOUNDARY,-2000,365399.3
31,3 3,BOUNDARY,-2002,353547.6451612903
32,1 1,BOUNDARY,-2000,342436.78125
33,3 1,BOUNDARY,-2002,331999.24242424243
34,1 1,BOUNDARY,-2000,322175.73529411765
35,2 2,GOAL,1000000,341542.14285714284
36,3 2,GOAL,1000000,359832.6388888889
37,2 2,GOAL,1000000,377134.45945945947
38,1 3,BOUNDARY,-2000,367157.2368421053
39,2 1,BOUNDARY,-2002,357691.6153846154
40,2 3,GOAL,1000000,373749.325
41,3 3,GOAL,999999,389023.7073170732
42,3 2,GOAL,1000000,403570.7619047619
43,3 3,GOAL,999999,417441.18604651163
44,2 2,GOAL,1000000,430681.1590909091
