Episode,Terminal State,Reward,Running Average
1,1 1,BOUNDARY,-2007,-2007.0
2,1 3,BOUNDARY,-2003,-2005.0
3,4 3,BOUNDARY,-2001,-2003.6666666666667
4,2 1,BOUNDARY,-2014,-2006.25
5,2 2,GOAL,1000000,198395.0
6,2 4,BOUNDARY,-2006,164994.83333333334
7,5 2,BOUNDARY,-2000,141138.42857142858
8,3 1,BOUNDARY,-2012,123244.625
9,1 1,GOAL,999997,220661.55555555556
10,2 1,GOAL,999998,298595.2
11,5 2,BOUNDARY,-2011,271267.36363636365
12,4 3,BOUNDARY,-2016,248493.75
13,4 4,BOUNDARY,-2007,229224.46153846153
14,5 1,BOUNDARY,-2014,212707.42857142858
15,5 5,BOUNDARY,-2002,198393.46666666667
16,5 5,BOUNDARY,-2006,185868.5
17,3 3,BOUNDARY,-2004,174817.17647058822
18,5 5,BOUNDARY,-2002,164993.88888888888
19,2 2,GOAL,1000000,208941.57894736843
20,4 3,BOUNDARY,-2004,198394.3
21,1 1,BOUNDARY,-2000,188851.7142857143
22,4 4,BOUNDARY,-2004,180176.45454545456
23,5 3,BOUNDARY,-2006,172255.47826086957
24,2 2,GOAL,1000000,206744.83333333334
25,1 3,BOUNDARY,-2000,198395.04
26,4 3,GOAL,999998,229225.92307692306
27,1 2,BOUNDARY,-2000,220662.0
28,3 2,GOAL,1000000,248495.5
29,3 3,BOUNDARY,-2003,239857.62068965516
30,5 5,BOUNDARY,-2001,231795.66666666666
31,3 3,BOUNDARY,-2004,224253.74193548388
32,1 4,BOUNDARY,-2000,217183.3125
33,2 1,BOUNDARY,-2004,210541.27272727274
34,3 5,BOUNDARY,-2007,204289.85294117648
35,1 4,GOAL,999996,227024.3142857143
36,4 3,BOUNDARY,-2007,220662.33333333334
37,1 4,BOUNDARY,-2001,214644.4054054054
38,3 3,BOUNDARY,-2004,208943.13157894736
39,2 1,BOUNDARY,-2001,203534.3076923077
40,2 3,GOAL,999990,223445.7
41,4 1,GOAL,999998,242386.0
42,3 3,BOUNDARY,-2003,236567.2142857143
43,1 5,BOUNDARY,-2002,231019.09302325582
44,2 5,GOAL,999990,248495.70454545456
45,3 2,STEPS,-1019,242950.93333333332
46,3 3,BOUNDARY,-2017,237625.54347826086
47,1 5,BOUNDARY,-2000,232527.12765957447
48,5 2,BOUNDARY,-2005,227641.04166666666
49,3 2,GOAL,1000000,243403.4693877551
50,4 5,BOUNDARY,-2010,238495.2
51,5 5,BOUNDARY,-2000,233779.60784313726
52,5 5,BOUNDARY,-2008,229245.23076923078
53,2 4,GOAL,999999,243787.75471698114
54,4 1,GOAL,999998,257791.64814814815
55,4 5,BOUNDARY,-2001,253068.14545454545
56,2 5,GOAL,999996,266406.14285714284
57,1 3,BOUNDARY,-2003,261697.2105263158
58,4 2,GOAL,999995,274426.4827586207
59,1 4,BOUNDARY,-2005,269741.2033898305
60,3 3,GOAL,999995,281912.1
61,1 5,GOAL,999995,293683.95081967214
62,5 4,GOAL,999996,305076.0806451613
63,2 5,GOAL,999998,316106.5873015873
64,2 5,BOUNDARY,-2007,311136.0625
65,2 5,BOUNDARY,-2004,306318.5230769231
66,2 5,BOUNDARY,-2005,301646.95454545453
67,1 4,BOUNDARY,-2005,297114.8358208955
68,3 2,GOAL,1000000,307451.3823529412
69,4 3,BOUNDARY,-2004,302966.52173913043
70,4 2,GOAL,999997,312924.1
71,1 3,BOUNDARY,-2000,308488.54929577466
72,4 4,BOUNDARY,-2003,304176.1666666667
73,4 4,BOUNDARY,-2004,299981.91780821915
74,2 3,BOUNDARY,-2001,295901.0675675676
75,3 1,GOAL,999999,305289.04
76,2 3,GOAL,999998,314429.94736842107
77,1 1,BOUNDARY,-2002,310320.44155844155
78,1 4,BOUNDARY,-2004,306316.28205128206
79,5 1,GOAL,999997,315097.0506329114
80,5 4,GOAL,999996,323658.2875
81,4 4,BOUNDARY,-2005,319637.7530864198
82,5 3,GOAL,999995,327934.7926829268
83,3 4,GOAL,999996,336031.9156626506
84,3 5,BOUNDARY,-2018,332007.5119047619
85,3 5,GOAL,999993,339866.1647058824
86,1 4,STEPS,-1019,335902.38372093026
87,4 5,BOUNDARY,-2004,332018.4022988506
88,5 2,STEPS,-1019,328233.88636363635
89,5 5,BOUNDARY,-2005,324523.3370786517
90,2 5,STEPS,-1019,320906.2
91,3 2,GOAL,999990,328368.65934065933
92,1 2,GOAL,999998,335668.97826086957
93,3 5,GOAL,999995,342812.2688172043
94,3 3,GOAL,999983,349803.44680851063
95,3 2,GOAL,1000000,356647.6210526316
96,3 5,GOAL,999995,363349.15625
97,2 2,GOAL,1000000,369912.56701030926
98,5 3,GOAL,999997,376342.0
99,2 4,GOAL,999999,382641.56565656565
